es Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
lobbystas	put	1	1	1	0	1	1	1	0	1
galardonados	award	1	1	1	1	0	1	1	0	1
aclararemos	clarify	0	1	1	1	1	1	1	0	1
impondría	impose	0	0	1	1	1	0	1	0	1
pastores	shepherd	0	1	1	1	0	1	1	1	1
filmar	film	0	0	1	1	0	1	1	0	1
-digo	say	0	0	0	0	0	0	1	0	0
desperdiciaremos	be	0	1	0	0	0	0	1	0	1
Turcochipriota	put	1	1	1	0	1	1	1	0	1
Detención	arrest	0	0	-1	-1	1	1	1	-1	1
impacientemente	wait	0	0	0	0	0	0	1	0	0
secretaría	staff	1	1	1	1	1	1	1	0	1
trabajaran	work	1	1	1	1	0	1	1	0	1
reclamarán	claim	1	1	1	0	1	1	1	0	1
potenciemos	develop	0	1	0	1	0	0	1	0	0
apoyaremos	support	1	1	1	1	0	1	1	1	1
añadirla	add	1	1	1	1	1	0	1	0	1
medido	measure	0	1	0	0	0	0	1	0	1
atasco	jam	0	-1	0	-1	0	1	0	0	0
añadirle	add	1	1	1	1	1	0	1	0	1
incautan	seize	0	0	0	0	1	0	1	-1	1
medida	measure	0	1	0	0	0	0	1	0	1
atasca	clog	0	-1	0	-1	0	1	-1	0	0
añadirlo	add	1	1	1	1	1	0	1	0	1
vigilemos	monitor	0	1	1	1	1	0	1	0	0
rescinda	rescind	0	0	-1	-1	0	1	1	0	1
concienzudo	sound	1	0	0	1	0	1	0	0	0
sanitario	care	1	1	1	1	0	1	1	0	1
TDL	represent	0	1	0	1	0	1	1	0	0
incurrido	incur	0	0	0	0	0	0	1	0	0
Muro	come	0	1	0	0	0	0	1	0	0
concienzuda	sound	1	0	0	1	0	1	0	0	0
clasificarse	be	0	1	0	0	0	0	1	0	1
tolerándolo	tolerate	-1	0	-1	1	0	1	1	0	-1
darme	give	0	1	1	0	0	0	1	0	1
Fantuzzi-	ground	0	0	1	1	1	1	1	0	1
cáucaso	perpetrate	0	0	-1	-1	0	1	1	0	1
conservarse	be	0	1	0	0	0	0	1	0	1
Ayuntamientos	vote	0	0	0	1	1	1	1	0	0
unos	number	0	0	0	1	0	0	1	0	0
devolviéndoles	back	1	1	1	1	1	1	1	1	1
Bruselas	level	0	1	1	1	1	0	1	0	1
juegan	play	1	1	1	1	1	1	1	0	1
visualización	display	0	0	0	1	0	0	1	0	0
embargos	boycott	1	-1	-1	-1	-1	1	1	0	-1
decisivas	determine	0	0	0	0	0	0	1	0	1
teledirigidos	guide	0	0	1	1	1	1	1	1	1
juegas	play	1	1	1	1	1	1	1	0	1
Sobre	regard	1	1	1	1	1	1	1	1	1
dudosa	doubt	0	0	-1	-1	0	1	1	0	-1
consolidarán	consolidate	1	0	0	1	1	1	1	0	1
considerarlos	consider	1	1	1	1	1	1	1	0	1
supriman	abolish	-1	1	-1	-1	1	1	1	-1	1
propulsar	power	1	0	0	0	0	0	1	0	1
tejido	base	0	1	1	1	1	1	1	0	1
tejida	form	1	1	1	1	1	1	1	0	1
abstuvo	abstain	0	0	-1	0	0	0	1	0	1
alimentaría	fuel	0	0	0	1	1	1	1	0	1
impresionaron	impress	1	1	0	1	1	1	1	1	0
iniciarse	start	1	1	1	1	1	1	1	0	1
pagadora	pay	0	0	-1	0	0	-1	1	0	-1
Salvemos	save	1	1	1	1	0	1	1	1	1
primicias	start	1	1	1	1	1	1	1	0	1
memorias	report	0	0	-1	1	0	0	1	0	-1
invitándola	invite	1	1	1	1	1	1	1	1	1
frágiles	be	0	1	0	0	0	0	1	0	1
vierten	discharge	0	0	0	-1	0	1	1	0	0
deteriorado	deteriorate	0	0	0	0	0	0	1	0	0
ascienden	amount	0	0	0	1	0	0	1	0	0
deteriorada	deteriorate	0	0	0	0	0	0	1	0	0
desencadenadas	trigger	0	0	0	1	0	0	0	0	0
disimularlo	conceal	-1	0	-1	0	0	1	1	0	0
retrasado	delay	-1	0	-1	-1	-1	0	1	0	-1
gobernarán	govern	1	1	1	1	1	1	1	0	1
marchen	leave	0	0	0	0	0	0	1	-1	0
uno-	build	1	1	1	1	1	1	1	0	1
terminales	set	0	0	1	1	1	1	1	0	1
jugó	play	1	1	1	1	1	1	1	0	1
descuidamos	neglect	1	-1	-1	-1	-1	1	0	-1	-1
principal-	major	0	1	0	0	1	1	1	0	1
propagar	spread	-1	-1	0	1	0	-1	1	0	0
increíblemente	process	0	0	1	1	1	1	1	0	0
desmembrada	collapse	0	0	0	-1	0	1	1	0	0
ALPC	arm	0	0	0	-1	0	1	0	-1	0
claudicar	give	0	1	1	0	0	0	1	0	1
academia	fix	0	1	0	1	0	1	1	0	1
extremismos	sort	0	0	0	1	0	1	1	0	0
abaratarán	make	0	0	0	1	0	0	1	0	0
propagan	spread	-1	-1	0	1	0	-1	1	0	0
reabierto	reopen	0	1	0	-1	1	1	1	0	1
letra	print	1	0	1	0	1	0	1	0	1
desleales	practice	0	0	1	1	0	0	1	0	0
sopesará	consider	1	1	1	1	1	1	1	0	1
prometa	promise	1	1	1	1	1	1	1	0	1
bellos	fine	0	1	1	1	1	1	1	1	1
desaparecer	disappear	0	0	0	0	0	0	1	0	0
procedamos	proceed	0	0	0	0	1	1	0	0	1
prometo	promise	1	1	1	1	1	1	1	0	1
traumático	inflict	-1	-1	0	0	0	0	1	0	0
preparando	prepare	1	1	1	1	1	1	1	1	1
desaparecen	disappear	0	0	0	0	0	0	1	0	0
desequilibrados	balance	0	1	1	1	0	1	1	0	1
natación	swim	0	1	1	0	1	1	1	0	1
tardase	take	1	1	1	0	1	1	1	0	1
apuren	need	0	1	1	0	0	1	1	0	0
PECO	include	1	1	1	1	1	1	1	1	0
explote	exploit	0	-1	-1	-1	0	1	1	-1	0
keynesiana	desire	1	1	1	1	0	1	1	1	1
oscurezca	obscure	0	0	0	1	0	1	1	0	0
Ewing	deny	0	0	-1	-1	0	1	1	0	-1
han	have	1	1	1	0	0	1	1	0	1
fieles	stick	0	0	0	0	-1	1	1	0	-1
imitarse	be	0	1	0	0	0	0	1	0	1
hay	be	0	1	0	0	0	0	1	0	1
haz	do	1	1	1	0	0	1	1	0	1
comunicarlos	know	1	1	1	0	1	1	1	0	1
hirieron	injure	1	-1	0	-1	0	1	1	-1	-1
tontería	complete	1	1	1	1	1	1	1	0	1
indicaré	indicate	0	0	0	1	0	1	1	0	0
barbaridades	act	0	0	0	0	0	0	1	0	0
has	have	1	1	1	0	0	1	1	0	1
internacionalizan	be	0	1	0	0	0	0	1	0	1
identidad-	wage	0	1	1	1	1	1	1	0	1
expedidos	issue	0	0	0	1	0	1	1	0	0
indicará	indicate	0	0	0	1	0	1	1	0	0
traumatismo	account	0	0	0	0	0	1	1	0	0
felicitaciones	congratulate	1	1	1	1	1	1	1	1	1
perseveran	feel	1	1	1	0	0	0	1	0	1
municipal	plan	1	1	1	1	1	1	1	0	1
llenado	fill	0	1	1	1	1	1	1	0	1
automovilística	manufacture	1	1	1	1	1	1	1	0	1
adecuarlas	make	0	0	0	1	0	0	1	0	0
indicativa	show	1	1	1	0	1	0	1	0	0
preterir	be	0	1	0	0	0	0	1	0	1
aventuro	venture	0	0	1	0	1	1	1	0	1
indicativo	sign	0	0	1	1	1	1	1	0	1
perseverar	continue	1	1	1	1	1	0	1	0	1
pioneros	pioneer	1	1	0	1	0	1	1	0	1
expatriados	displace	0	0	0	-1	0	1	0	-1	0
falsificador	be	0	1	0	0	0	0	1	0	1
moderador	moderate	1	0	0	1	0	1	1	0	0
nacionales-	divide	0	-1	0	-1	0	1	0	-1	0
afronte	deal	0	0	0	0	0	0	0	0	0
fanatismo	deny	0	0	-1	-1	0	1	1	0	-1
atribución	grant	0	0	1	1	0	1	1	0	1
emigrando	emigrate	0	1	-1	-1	1	1	1	0	1
afronta	face	0	0	0	0	1	1	1	0	1
arbitre	head	1	0	1	1	1	1	1	0	1
admitidos	admit	0	0	0	1	0	1	1	0	0
afronto	be	0	1	0	0	0	0	1	0	1
chelines	note	0	0	0	0	0	0	1	0	0
sonrojados	be	0	1	0	0	0	0	1	0	1
benefician	benefit	1	1	0	1	1	1	1	1	1
desprenderá	appear	1	0	1	0	0	1	1	0	1
ocasión	time	0	0	1	0	1	0	1	0	1
vagones	cover	0	0	0	1	1	1	1	0	0
devorar	tear	0	0	-1	-1	0	1	1	0	0
variaciones	change	0	1	0	1	0	1	1	0	1
extrajimos	draw	0	0	1	1	1	1	0	0	0
culpas	blame	-1	-1	-1	-1	-1	1	1	-1	-1
culpar	blame	-1	-1	-1	-1	-1	1	1	-1	-1
pérdidas	lose	0	0	0	-1	-1	1	1	0	-1
culpan	blame	-1	-1	-1	-1	-1	1	1	-1	-1
repare	repair	0	1	0	1	1	1	1	0	1
incrementaremos	increase	1	1	0	1	0	1	1	0	1
fiscalmente	tax	0	0	1	1	1	0	1	0	1
reparo	address	1	1	0	1	1	1	1	0	1
tratamos	be	0	1	0	0	0	0	1	0	1
legislara	be	0	1	0	0	0	0	1	0	1
conseguirlas	achieve	1	1	1	1	1	1	1	0	1
A7	post	0	1	1	1	0	1	1	0	1
ocasionaría	lead	0	1	1	1	1	0	1	0	1
arrancadas	extract	0	0	0	0	1	1	1	0	1
equivalentes-	work	1	1	1	1	0	1	1	0	1
explotó	explode	0	0	0	-1	0	0	0	0	0
halógenos	double	0	0	1	1	1	0	1	0	1
lluvias	rain	0	-1	0	-1	0	0	1	0	1
indicara	indicate	0	0	0	1	0	1	1	0	0
Watts	say	0	0	0	0	0	0	1	0	0
acaparan	take	1	1	1	0	1	1	1	0	1
remarcaría	stress	0	0	1	1	0	1	1	0	0
lidiar	deal	0	0	0	0	0	0	0	0	0
asignamos	allocate	0	1	1	1	1	1	1	0	1
vivamente	hope	1	1	1	1	0	0	1	0	1
demencial	pressure	0	0	0	-1	0	0	1	-1	0
repugnantes	disgust	0	-1	0	-1	0	1	1	-1	1
alterada	disrupt	1	-1	0	-1	0	1	0	-1	0
centraré	focus	1	1	1	1	0	1	1	0	1
comparándola	compare	0	0	0	0	0	1	1	0	0
comparándolo	compare	0	0	0	0	0	1	1	0	0
alterado	alter	0	0	0	0	0	1	1	0	1
centrará	focus	1	1	1	1	0	1	1	0	1
constatarlo	see	1	1	1	1	1	1	1	0	1
montañas	pile	0	0	0	-1	0	0	1	0	0
abusarse	be	0	1	0	0	0	0	1	0	1
afrontó	face	0	0	0	0	1	1	1	0	1
interdisciplinario	force	0	0	0	-1	0	1	0	-1	0
Nacionales	exist	1	1	1	0	1	0	1	0	1
contratiempos	smooth	0	0	0	1	0	1	1	0	0
decisivos	determine	0	0	0	0	0	0	1	0	1
turnando	rotate	0	0	0	0	0	1	1	0	0
información	inform	1	1	1	1	0	1	1	1	0
afrontan	face	0	0	0	0	1	1	1	0	1
desembolsarse	be	0	1	0	0	0	0	1	0	1
orientasen	come	0	1	0	0	0	0	1	0	0
implicase	require	0	1	1	0	1	1	1	0	0
confundirlas	confuse	0	0	0	-1	0	1	1	-1	0
acaparar	corner	0	0	-1	-1	1	1	1	0	0
respondamos	respond	0	1	0	0	0	1	1	0	1
Concedámosle	let	0	0	0	1	-1	0	1	0	0
-conviene	be	0	1	0	0	0	0	1	0	1
bursátiles	stock	0	0	1	1	1	1	1	0	1
entenderían	understand	1	1	1	1	1	1	1	0	1
ineficiencias	do	1	1	1	0	0	1	1	0	1
liderará	lead	0	1	1	1	1	0	1	0	1
contar	have	1	1	1	0	0	1	1	0	1
distrayendo	divert	0	0	0	0	1	0	0	0	0
desconoce	be	0	1	0	0	0	0	1	0	1
enriqueció	enrich	1	1	1	1	1	1	1	1	1
cifradas	delay	-1	0	-1	-1	-1	0	1	0	-1
derramarse	be	0	1	0	0	0	0	1	0	1
peso-	state	0	1	1	1	0	1	1	0	0
bascular	opt	1	1	1	0	1	1	1	0	1
desmenuzar	pull	0	0	0	0	0	0	1	0	0
ingrese	join	1	1	1	1	1	1	1	1	1
verdaderamente	be	0	1	0	0	0	0	1	0	1
solicitado	request	0	0	1	0	1	1	1	0	1
sostenían	maintain	1	0	1	1	0	1	1	0	1
amigables	extend	0	1	1	1	1	1	1	0	1
abordaremos	address	1	1	0	1	1	1	1	0	1
culpará	blame	-1	-1	-1	-1	-1	1	1	-1	-1
sufran	suffer	-1	1	-1	0	-1	-1	1	0	-1
dispongan	have	1	1	1	0	0	1	1	0	1
utilizase	be	0	1	0	0	0	0	1	0	1
reconsideraría	reconsider	0	1	0	1	0	1	1	0	1
normales	average	0	1	0	0	0	1	1	0	1
inhumanamente	major	0	1	0	0	1	1	1	0	1
acompañaría	accompany	1	1	1	1	1	1	1	1	1
realizando	make	0	0	0	1	0	0	1	0	0
nominado	nominate	1	1	1	1	1	1	1	1	1
liberalizaron	be	0	1	0	0	0	0	1	0	1
provenir	come	0	1	0	0	0	0	1	0	0
enmascaran	mask	0	0	0	0	0	1	1	0	0
nominada	nominate	1	1	1	1	1	1	1	1	1
soportable	bear	0	0	0	0	1	1	1	0	0
baza	bargain	0	0	1	0	1	1	1	0	1
Jaya	enjoy	1	1	1	1	1	1	1	1	1
negociarán	negotiate	1	1	1	1	1	1	1	0	1
aportasen	lend	1	1	1	1	1	1	1	0	1
urgió	urge	1	1	1	1	0	1	1	1	1
privatos	strike	1	1	0	0	0	1	1	0	0
contraídos	make	0	0	0	1	0	0	1	0	0
pasase	be	0	1	0	0	0	0	1	0	1
paneles	represent	0	1	0	1	0	1	1	0	0
pesos	weight	0	-1	0	1	0	1	-1	0	0
tachaba	describe	0	0	0	1	0	0	1	0	1
deseamos-	want	1	0	1	0	0	1	1	0	1
vendavales	wind	0	1	0	0	0	1	1	0	1
conseguía	do	1	1	1	0	0	1	1	0	1
emisora	station	0	0	0	0	1	0	1	0	0
transporte-	transport	0	1	0	1	1	1	1	0	0
asiduo	say	0	0	0	0	0	0	1	0	0
subordina	make	0	0	0	1	0	0	1	0	0
minan	undermine	0	-1	0	-1	0	1	0	0	0
subordine	play	1	1	1	1	1	1	1	0	1
moderno	advance	0	1	1	1	1	0	1	0	1
minar	undermine	0	-1	0	-1	0	1	0	0	0
minas	mine	0	0	0	1	0	1	1	0	0
diseñado	design	1	1	1	1	1	1	1	0	1
limítrofe	border	0	0	0	0	0	0	0	0	0
autoexplotación	own	0	1	1	1	1	1	1	0	1
diseñada	design	1	1	1	1	1	1	1	0	1
tenazmente	proceed	0	0	0	0	1	1	0	0	1
ECOFIN	meet	0	1	1	1	1	1	1	0	1
pluriformidad	do	1	1	1	0	0	1	1	0	1
encontrada	found	1	1	1	1	1	1	1	1	1
Combes	command	1	0	1	0	1	1	1	0	1
eventual	be	0	1	0	0	0	0	1	0	1
encontrado	found	1	1	1	1	1	1	1	1	1
tenerlo	take	1	1	1	0	1	1	1	0	1
sangrando	bleed	0	-1	0	-1	0	0	0	0	1
perfeccionarse	be	0	1	0	0	0	0	1	0	1
tenerle	have	1	1	1	0	0	1	1	0	1
convoquemos	convene	0	0	1	1	1	1	1	0	1
UNITA	bear	0	0	0	0	1	1	1	0	0
tenerla	have	1	1	1	0	0	1	1	0	1
engañado	deceive	0	-1	-1	-1	0	1	0	-1	0
E	fill	0	1	1	1	1	1	1	0	1
transporten	carry	0	1	1	0	0	1	1	0	0
eliminan	remove	-1	1	-1	-1	1	0	1	-1	0
diurna	run	0	1	1	1	1	1	1	0	1
deducirán	deduct	0	0	1	0	1	1	1	0	1
supervisadas	monitor	0	1	1	1	1	0	1	0	0
engañada	deceive	0	-1	-1	-1	0	1	0	-1	0
valorizado	build	1	1	1	1	1	1	1	0	1
cerremos	close	0	1	1	0	0	1	1	0	1
cesados	dismiss	0	0	-1	-1	0	0	1	-1	0
controladas	control	1	0	1	0	1	1	1	0	1
palma	hand	1	1	0	1	1	1	1	0	1
variable	vary	0	0	1	0	1	0	1	0	0
finalizaban	be	0	1	0	0	0	0	1	0	1
fríamente	word	0	1	0	0	0	0	1	0	0
discrepante	dissent	0	0	-1	-1	0	1	1	0	1
interpelaciones	question	0	0	1	1	1	1	1	0	1
urgir	urge	1	1	1	1	0	1	1	1	1
intracomunitario	trade	0	1	1	1	1	1	1	0	1
embajadores	level	0	1	1	1	1	0	1	0	1
basarán	be	0	1	0	0	0	0	1	0	1
venderse	sell	0	0	0	0	1	1	1	0	1
radioterapia	date	0	0	1	0	1	0	1	0	1
pesaba	weigh	0	0	0	0	0	0	1	0	0
apta	fit	0	0	1	1	0	1	1	0	1
faltado	lack	0	0	0	0	-1	1	1	0	-1
aprobaríamos	approve	1	1	1	1	1	1	1	0	1
Entiéndanme	please	0	0	0	1	0	1	1	1	0
entreviste	see	1	1	1	1	1	1	1	0	1
anteponer	put	1	1	1	0	1	1	1	0	1
apto	fit	0	0	1	1	0	1	1	0	1
entrevista	interview	0	1	1	1	1	1	1	0	1
configurarse	be	0	1	0	0	0	0	1	0	1
salpicada	punctuate	1	1	1	1	1	1	1	0	1
mármol	stone	0	0	0	-1	0	1	1	0	1
rusos	own	0	1	1	1	1	1	1	0	1
oso	bear	0	0	0	0	1	1	1	0	0
anteponen	put	1	1	1	0	1	1	1	0	1
osa	dare	1	1	1	0	1	1	1	0	1
Färm	accord	1	0	0	1	0	1	1	0	1
ausente-	present	1	1	1	1	1	1	1	0	1
animase	permeate	1	0	0	1	0	1	-1	0	0
ose	dare	1	1	1	0	1	1	1	0	1
salpicado	punctuate	1	1	1	1	1	1	1	0	1
cerebros	drain	0	0	0	0	1	1	1	0	0
balanzas	balance	0	1	1	1	0	1	1	0	1
minorista	mean	0	0	0	0	0	-1	0	0	0
desmantelando	dismantle	0	0	0	-1	1	1	1	0	1
difieren	differ	1	0	0	0	1	1	1	0	0
pedido-	request	0	0	1	0	1	1	1	0	1
pelo	ride	0	0	0	0	1	1	1	0	1
huyeron	flee	-1	0	-1	0	0	1	1	0	0
tildaría	call	0	0	1	1	0	1	1	0	1
desclasificación	be	0	1	0	0	0	0	1	0	1
macho	number	0	0	0	1	0	0	1	0	0
jardines	park	0	0	0	0	0	1	1	0	1
desligada	disconnect	0	0	0	-1	0	0	1	0	0
consolidó	consolidate	1	0	0	1	1	1	1	0	1
ausentes	be	0	1	0	0	0	0	1	0	1
ˇ	thank	1	1	1	1	1	1	1	1	1
ribereños	border	0	0	0	0	0	0	0	0	0
naturalidad	matter	0	0	0	-1	0	1	1	0	0
hostelero	cater	0	1	1	0	1	0	1	0	1
experimentaran	be	0	1	0	0	0	0	1	0	1
tutelada	manage	1	1	1	1	1	1	1	0	1
lanzadera	shuttle	0	0	0	1	0	1	1	0	0
vengamos	come	0	1	0	0	0	0	1	0	0
ingenieros	engineer	0	0	0	1	1	1	1	0	1
minuto	time	0	0	1	0	1	0	1	0	1
gastaremos	spend	0	1	0	0	0	0	1	0	0
conflictividad	conflict	0	0	0	-1	0	1	1	0	0
colapso	collapse	0	0	0	-1	0	1	1	0	0
puntualmente	time	0	0	1	0	1	0	1	0	1
tutelado	go	0	0	0	0	0	0	1	0	0
bajen	down	0	0	0	0	0	0	1	0	0
comisario	represent	0	1	0	1	0	1	1	0	0
afirmé	say	0	0	0	0	0	0	1	0	0
comisaria	give	0	1	1	0	0	0	1	0	1
marineros	ship	1	0	1	1	0	1	1	0	1
eliminar	eliminate	-1	1	-1	-1	1	-1	1	0	0
afirmó	say	0	0	0	0	0	0	1	0	0
reformamos	reform	1	1	0	1	0	1	1	0	1
desorientadoras	end	0	1	0	0	1	0	1	0	0
pedidos	order	0	0	0	-1	0	0	1	0	0
Tal	add	1	1	1	1	1	0	1	0	1
insurrecto	rebel	0	0	0	-1	0	1	1	-1	1
veintena	do	1	1	1	0	0	1	1	0	1
entrevisté	meet	0	1	1	1	1	1	1	0	1
sustantivo	matter	0	0	0	-1	0	1	1	0	0
sustantiva	disclose	0	0	0	0	0	1	1	0	0
adorna	demonstrate	0	0	1	1	0	1	1	0	1
envenenamientos	poison	0	-1	-1	-1	0	1	0	-1	1
26.000	have	1	1	1	0	0	1	1	0	1
masacres	massacre	0	-1	-1	-1	0	1	1	-1	0
burlar	circumvent	0	0	0	1	0	0	1	0	1
Europea	level	0	1	1	1	1	0	1	0	1
desafío	challenge	0	1	-1	-1	1	1	1	-1	0
desafía	challenge	0	1	-1	-1	1	1	1	-1	0
votación.(1	vote	0	0	0	1	1	1	1	0	0
Europeo	have	1	1	1	0	0	1	1	0	1
desafíe	challenge	0	1	-1	-1	1	1	1	-1	0
vendimias	be	0	1	0	0	0	0	1	0	1
entrevistó	meet	0	1	1	1	1	1	1	0	1
vacían	be	0	1	0	0	0	0	1	0	1
prevista	plan	1	1	1	1	1	1	1	0	1
arrostrado	face	0	0	0	0	1	1	1	0	1
conjurarlos	be	0	1	0	0	0	0	1	0	1
arremeter	attack	0	-1	-1	-1	1	1	0	-1	0
desperdicios	waste	0	-1	0	-1	-1	1	1	0	-1
prólogo	devise	1	1	1	1	1	1	1	0	1
cuernos	grip	0	0	0	0	0	1	1	0	0
estremecer	set	0	0	1	1	1	1	1	0	1
centrarla	taste	1	1	1	0	1	0	1	0	1
Faluya	turn	0	0	0	0	0	0	1	0	0
estremecen	be	0	1	0	0	0	0	1	0	1
arremeten	strike	1	1	0	0	0	1	1	0	0
gestiones	step	1	1	1	1	1	0	1	0	1
benficiosas	need	0	1	1	0	0	1	1	0	0
impuesta	impose	0	0	1	1	1	0	1	0	1
vacías	empty	0	0	0	1	0	0	1	0	0
admitía	accept	1	1	1	1	1	1	1	0	1
Me	be	0	1	0	0	0	0	1	0	1
sitúan	be	0	1	0	0	0	0	1	0	1
resignándose	contend	0	1	1	0	1	1	1	0	1
lúcidamente	make	0	0	0	1	0	0	1	0	0
Ma	be	0	1	0	0	0	0	1	0	1
Colombia	group	0	0	0	1	1	0	1	0	1
plantearla	raise	0	0	1	1	0	0	1	0	1
alzarme	protest	1	0	1	1	0	1	1	0	1
plantearlo	raise	0	0	1	1	0	0	1	0	1
veleidosa	be	0	1	0	0	0	0	1	0	1
saltaron	be	0	1	0	0	0	0	1	0	1
ultimados	be	0	1	0	0	0	0	1	0	1
consolida	consolidate	1	0	0	1	1	1	1	0	1
apresurarme	have	1	1	1	0	0	1	1	0	1
consolide	consolidate	1	0	0	1	1	1	1	0	1
pintoresco	process	0	0	1	1	1	1	1	0	0
enterado	hear	0	1	0	0	1	1	1	0	0
arrolladora	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
interacción	interact	0	1	0	0	0	1	1	0	1
canalizados	channel	0	0	0	0	0	0	1	0	0
psicosis	allow	1	1	1	1	0	1	1	1	1
afirma	state	0	1	1	1	0	1	1	0	0
mafioso	represent	0	1	0	1	0	1	1	0	0
MG	do	1	1	1	0	0	1	1	0	1
afirme	say	0	0	0	0	0	0	1	0	0
MC	rate	0	1	0	1	0	0	1	0	0
incluso-	word	0	1	0	0	0	0	1	0	0
afirmo	say	0	0	0	0	0	0	1	0	0
mafiosa	attempt	0	0	1	0	1	0	1	0	0
llamábamos	call	0	0	1	1	0	1	1	0	1
feliciten	congratulate	1	1	1	1	1	1	1	1	1
MP	brief	0	0	1	1	1	1	1	0	1
Carmel	come	0	1	0	0	0	0	1	0	0
reformador	reform	1	1	0	1	0	1	1	0	1
-ya	give	0	1	1	0	0	0	1	0	1
Antes	begin	1	1	1	1	0	1	1	0	1
ujieres	usher	0	0	0	1	0	1	1	0	1
cooperaciones	form	1	1	1	1	1	1	1	0	1
instar	urge	1	1	1	1	0	1	1	1	1
indefinidamente	limit	0	0	0	-1	0	1	1	0	0
sistemas	rule	1	1	1	1	1	1	1	0	1
vínculo	link	1	1	1	1	1	1	1	0	0
excluyan	exclude	0	0	-1	-1	0	1	1	0	0
variarían	vary	0	0	1	0	1	0	1	0	0
mejore	improve	1	1	1	1	0	1	1	0	1
instan	urge	1	1	1	1	0	1	1	1	1
mejora	improve	1	1	1	1	0	1	1	0	1
acercarlas	bring	0	0	1	1	0	0	1	0	0
interrumpidos	interrupt	0	0	-1	-1	0	1	1	-1	0
working	work	1	1	1	1	0	1	1	0	1
vehementemente	do	1	1	1	0	0	1	1	0	1
La	cause	-1	-1	0	0	0	-1	0	0	0
Seguridad-	shrug	0	-1	0	-1	0	0	0	0	1
congelará	freeze	0	0	0	0	0	1	0	-1	0
será-	be	0	1	0	0	0	0	1	0	1
medioambiental	be	0	1	0	0	0	0	1	0	1
prestadas	borrow	0	0	1	0	1	1	1	0	0
halladas	found	1	1	1	1	1	1	1	1	1
Karamanlis	have	1	1	1	0	0	1	1	0	1
inmutables	do	1	1	1	0	0	1	1	0	1
encomendarle	enable	1	1	0	1	1	1	1	1	0
encubierta	disguise	0	0	-1	0	0	0	1	0	1
beneficie	benefit	1	1	0	1	1	1	1	1	1
Klaus	complete	1	1	1	1	1	1	1	0	1
Ostende	lead	0	1	1	1	1	0	1	0	1
servicios-	range	0	0	0	0	0	0	0	0	0
ultimátums	represent	0	1	0	1	0	1	1	0	0
Tomará	take	1	1	1	0	1	1	1	0	1
beneficio	benefit	1	1	0	1	1	1	1	1	1
venideras	come	0	1	0	0	0	0	1	0	0
humillaciones	humiliate	0	-1	-1	-1	0	1	0	-1	1
escudos	shield	1	1	1	1	0	1	1	1	1
persistir	persist	0	0	0	0	0	1	1	0	1
mejor-	improve	1	1	1	1	0	1	1	0	1
insinúa	hint	0	0	0	0	0	0	1	0	0
sistema-	fly	0	1	1	0	0	0	1	0	1
atacarán	attack	0	-1	-1	-1	1	1	0	-1	0
dialoguemos	let	0	0	0	1	-1	0	1	0	0
Dominicana	crash	0	-1	0	-1	0	1	1	-1	0
cuanto	regard	1	1	1	1	1	1	1	1	1
Borg	like	1	1	1	1	0	1	1	1	1
protagonizado	be	0	1	0	0	0	0	1	0	1
condenando	condemn	0	0	-1	-1	0	1	1	0	0
identificarán	identify	0	0	-1	0	0	1	1	0	0
prometido-	sound	1	0	0	1	0	1	0	0	0
frenamos	stop	0	0	0	-1	1	1	1	-1	0
reescriban	rewrite	1	1	1	1	1	1	1	0	1
impugnarse	be	0	1	0	0	0	0	1	0	1
negocien	negotiate	1	1	1	1	1	1	1	0	1
favorables	be	0	1	0	0	0	0	1	0	1
protagonizada	involve	0	0	0	0	1	1	1	0	0
prolongaría	prolong	0	1	0	-1	0	1	1	0	0
valoren	assess	0	1	0	1	0	1	1	0	1
maltusianismo	bring	0	0	1	1	0	0	1	0	0
genéticas	engineer	0	0	0	1	1	1	1	0	1
avergüenza	be	0	1	0	0	0	0	1	0	1
pospusieron	postpone	0	0	0	-1	0	1	1	0	0
incumbir	be	0	1	0	0	0	0	1	0	1
ferviente	burn	0	-1	-1	-1	0	1	1	-1	0
avergüenzo	be	0	1	0	0	0	0	1	0	1
disuasorias	act	0	0	0	0	0	0	1	0	0
absoluto	mean	0	0	0	0	0	-1	0	0	0
nitidez	clear	0	1	1	1	1	1	1	0	1
etiquete	label	0	0	0	0	0	1	0	0	0
confiar	rely	0	0	1	0	1	0	1	0	1
apostar	invest	1	1	1	1	1	1	1	1	1
mejoró	improve	1	1	1	1	0	1	1	0	1
incrementar	increase	1	1	0	1	0	1	1	0	1
mejorada	improve	1	1	1	1	0	1	1	0	1
incrementan	increase	1	1	0	1	0	1	1	0	1
comentase	comment	0	0	0	0	0	1	1	0	1
moralizante	count	0	0	1	1	1	1	1	0	1
confiriéndoles	give	0	1	1	0	0	0	1	0	1
recurrieron	have	1	1	1	0	0	1	1	0	1
apunto	note	0	0	0	0	0	0	1	0	0
apunta	point	0	0	0	0	1	0	1	0	0
apunte	point	0	0	0	0	1	0	1	0	0
bastante	deal	0	0	0	0	0	0	0	0	0
Hume	have	1	1	1	0	0	1	1	0	1
preséntenlas	put	1	1	1	0	1	1	1	0	1
bromeo	be	0	1	0	0	0	0	1	0	1
dosis	deal	0	0	0	0	0	0	0	0	0
