sv Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
organisationsnivå	level	0	1	1	1	1	0	1	0	1
destinationslandet	transfer	0	0	0	0	0	1	1	0	0
flygbiljett	travel	1	1	1	0	1	0	1	0	1
Bakijev	place	0	0	1	1	1	1	1	0	1
kriterierna	down	0	0	0	0	0	0	1	0	0
återköp	buy	1	1	1	1	1	1	1	0	1
Laekenförklaring	feel	1	1	1	0	0	0	1	0	1
marknadsverksamhet	market	0	0	0	1	1	1	1	0	1
fallgropar	trap	0	0	0	-1	0	0	0	-1	0
ekosystemansats	approach	0	1	1	0	1	1	1	0	1
transporters	transport	0	1	0	1	1	1	1	0	0
utbildningsinstituten	institute	1	1	1	1	1	1	1	0	1
införlivades	incorporate	0	0	1	1	0	1	1	0	1
beredningsföretagen	process	0	0	1	1	1	1	1	0	0
minimiförteckning	list	0	0	0	1	0	0	1	0	1
överlappningen	overlap	0	0	0	0	0	1	1	0	0
jämförelsemodeller	advance	0	1	1	1	1	0	1	0	1
katedraler	own	0	1	1	1	1	1	1	0	1
råvarutillgångar	deposit	0	0	0	-1	1	1	1	0	1
migrationsströmmens	be	0	1	0	0	0	0	1	0	1
förfölja	persecute	0	-1	-1	-1	0	1	0	-1	1
dioxinkycklingen	rush	0	0	-1	-1	1	1	1	-1	0
sträckorna	route	0	0	0	0	0	1	1	0	0
nyckelregion	start	1	1	1	1	1	1	1	0	1
folkopinion	do	1	1	1	0	0	1	1	0	1
tankfartygen	be	0	1	0	0	0	0	1	0	1
permanentade	press	0	1	0	-1	0	1	1	-1	0
publicerat	publish	1	1	1	1	1	1	1	0	1
arbetsenhet	group	0	0	0	1	1	0	1	0	1
tankfartyget	involve	0	0	0	0	1	1	1	0	0
trafikanterna	hand	1	1	0	1	1	1	1	0	1
kolleger	have	1	1	1	0	0	1	1	0	1
omröstningstillfälle	vote	0	0	0	1	1	1	1	0	0
livsmedelsföreskrifterna	rule	1	1	1	1	1	1	1	0	1
luftstrategin	air	0	0	0	-1	0	1	0	0	0
knappheten	be	0	1	0	0	0	0	1	0	1
pristagarna	prize	1	1	1	1	1	1	1	0	1
kulturrevolution	prevent	0	0	0	-1	0	1	1	-1	0
allvarligaste	major	0	1	0	0	1	1	1	0	1
Oostende	lead	0	1	1	1	1	0	1	0	1
begravet	bury	1	1	0	0	-1	1	1	-1	-1
grundbultar	be	0	1	0	0	0	0	1	0	1
effektiviseringens	be	0	1	0	0	0	0	1	0	1
utställningsföremål	exhibit	0	0	0	0	1	1	1	0	1
Uruguay-rundan	like	1	1	1	1	0	1	1	1	1
anteckningar	note	0	0	0	0	0	0	1	0	0
städ-	be	0	1	0	0	0	0	1	0	1
eftersom	give	0	1	1	0	0	0	1	0	1
postmarknad	market	0	0	0	1	1	1	1	0	1
eftersträva	seek	1	1	1	1	1	1	1	0	1
outsinlig	do	1	1	1	0	0	1	1	0	1
amfibol	concern	1	-1	0	-1	0	1	1	-1	0
förväxla	confuse	0	0	0	-1	0	1	1	-1	0
arkitektur	structure	1	1	0	1	1	1	1	0	0
TV-stationerna	station	0	0	0	0	1	0	1	0	0
specialstyrkorna	force	0	0	0	-1	0	1	0	-1	0
avmattning	decline	0	0	-1	-1	0	1	1	0	0
intressenternas	group	0	0	0	1	1	0	1	0	1
konvergensregler	rule	1	1	1	1	1	1	1	0	1
försyndelser	show	1	1	1	0	1	0	1	0	0
skyddsmålen	aim	0	0	0	1	1	0	1	0	1
mängd	amount	0	0	0	1	0	0	1	0	0
angränsa	overflow	0	-1	0	-1	0	0	-1	0	0
missuppfattat	misunderstand	0	-1	-1	-1	-1	1	1	0	-1
sädesslag	hike	0	1	0	0	1	1	1	0	1
tyngd	weight	0	-1	0	1	0	1	-1	0	0
ordförandeskap	term	1	1	0	1	1	1	0	0	0
antidumpningsärenden	be	0	1	0	0	0	0	1	0	1
Sterckx-betänkandet	report	0	0	-1	1	0	0	1	0	-1
minimala	limit	0	0	0	-1	0	1	1	0	0
Darys	respond	0	1	0	0	0	1	1	0	1
utövaren	inflict	-1	-1	0	0	0	0	1	0	0
branschföreträdare	push	0	0	-1	-1	0	1	1	-1	0
människorättsgrupperna	group	0	0	0	1	1	0	1	0	1
förankrats	be	0	1	0	0	0	0	1	0	1
ålbestånden	stock	0	0	1	1	1	1	1	0	1
kärnreaktorer	power	1	0	0	0	0	0	1	0	1
ungdomsprojekt	project	0	0	1	1	1	1	1	0	1
metodfråga	question	0	0	1	1	1	1	1	0	1
Cunha	congratulate	1	1	1	1	1	1	1	1	1
kvalitetssprång	represent	0	1	0	1	0	1	1	0	0
nyckelåtgärderna	measure	0	1	0	0	0	0	1	0	1
nedtystandet	abuse	1	-1	-1	-1	0	1	1	-1	-1
justitieministrarna	do	1	1	1	0	0	1	1	0	1
miljösituationen	state	0	1	1	1	0	1	1	0	0
barnomsorgen	care	1	1	1	1	0	1	1	0	1
miljöforskningsprogram	be	0	1	0	0	0	0	1	0	1
avregleringspaket	package	0	0	0	1	1	0	1	0	1
finansieringsbelopp	fund	1	1	1	1	1	1	1	0	1
tillväxthastigheten	rate	0	1	0	1	0	0	1	0	0
oljebojkott	boycott	1	-1	-1	-1	-1	1	1	0	-1
17.30	manufacture	1	1	1	1	1	1	1	0	1
valutakursförändringar	exchange	0	0	1	0	1	0	1	0	0
sessionen	sit	0	0	0	0	0	0	0	0	0
förbundsrådet	house	1	1	0	1	1	1	1	1	1
åtgärdsplanen	plan	1	1	1	1	1	1	1	0	1
textiloch	own	0	1	1	1	1	1	1	0	1
sessioner	begin	1	1	1	1	0	1	1	0	1
åtgärdsplaner	plan	1	1	1	1	1	1	1	0	1
olöslig	square	0	0	0	0	0	1	1	0	0
självkostnadstäckning	cost	0	-1	0	0	0	0	1	-1	0
pluskontot	side	0	0	0	0	1	0	1	0	0
grannländernas	state	0	1	1	1	0	1	1	0	0
resolutionerna	be	0	1	0	0	0	0	1	0	1
ideell	make	0	0	0	1	0	0	1	0	0
lobbyarbetet	lobby	0	0	1	1	1	1	1	0	1
migrationsvågen	urge	1	1	1	1	0	1	1	1	1
flergiftet	comment	0	0	0	0	0	1	1	0	1
torkade	dry	1	0	0	0	0	1	1	0	0
folkparti	vote	0	0	0	1	1	1	1	0	0
Friedrich	say	0	0	0	0	0	0	1	0	0
turistområdet	field	0	0	1	1	1	1	1	0	0
käbbla	wrangle	0	-1	0	-1	0	1	1	0	1
utdömande	impose	0	0	1	1	1	0	1	0	1
platt	cave	0	0	0	0	1	1	1	0	0
fjättrade	shackle	0	-1	-1	-1	0	1	0	-1	0
marknadsbalans	balance	0	1	1	1	0	1	1	0	1
plats	place	0	0	1	1	1	1	1	0	1
parlamentsakt	provide	1	1	1	1	1	1	1	0	1
förpliktande	commit	-1	-1	0	0	-1	0	1	0	-1
tryckkokare	pressure	0	0	0	-1	0	0	1	-1	0
lyssna	listen	0	1	1	1	0	0	1	0	1
stabilitetspakterna	give	0	1	1	0	0	0	1	0	1
Dybkjær	have	1	1	1	0	0	1	1	0	1
hantverk	craft	1	1	1	1	1	1	1	0	1
storheter	be	0	1	0	0	0	0	1	0	1
adopterades	found	1	1	1	1	1	1	1	1	1
reaktiverings	start	1	1	1	1	1	1	1	0	1
obehag	feel	1	1	1	0	0	0	1	0	1
återupptar	resume	1	1	1	1	1	1	1	0	1
återupptas	resume	1	1	1	1	1	1	1	0	1
Rio	light	0	1	1	1	0	1	1	0	1
Kalejdoskop	come	0	1	0	0	0	0	1	0	0
rapporterades	report	0	0	-1	1	0	0	1	0	-1
exportkvoterna	export	0	0	1	0	1	1	1	0	1
trotsas	be	0	1	0	0	0	0	1	0	1
naturaliserats	become	0	0	0	0	0	0	1	0	0
höst	come	0	1	0	0	0	0	1	0	0
djurtransportfartyg	follow	0	0	1	1	1	1	1	0	1
sammanföra	bring	0	0	1	1	0	0	1	0	0
Ria	write	1	1	1	1	1	1	1	0	1
anslutna	affiliate	0	1	1	1	0	1	1	0	1
klimatändringar	change	0	1	0	1	0	1	1	0	1
sidorna	side	0	0	0	0	1	0	1	0	0
miljösektorerna	account	0	0	0	0	0	1	1	0	0
etik	code	1	1	0	1	0	1	1	0	0
bygget	build	1	1	1	1	1	1	1	0	1
innovationerna	avoid	-1	1	-1	0	1	-1	1	0	1
vattenrelaterade	water	0	-1	0	-1	0	1	1	0	1
bygger	base	0	1	1	1	1	1	1	0	1
natur-	point	0	0	0	0	1	0	1	0	0
lagstiftningsärende	matter	0	0	0	-1	0	1	1	0	0
byggen	build	1	1	1	1	1	1	1	0	1
handlingsstrategin	line	0	0	0	0	1	0	1	0	1
Stockholmskonventionen	do	1	1	1	0	0	1	1	0	1
medlemsländerna	state	0	1	1	1	0	1	1	0	0
inflika	point	0	0	0	0	1	0	1	0	0
omfördelningen	process	0	0	1	1	1	1	1	0	0
ansiktslyftning	need	0	1	1	0	0	1	1	0	0
civilskydd	field	0	0	1	1	1	1	1	0	0
Kalandia	cross	0	1	1	0	1	1	1	0	1
detaljhandlare	side	0	0	0	0	1	0	1	0	0
betraktats	be	0	1	0	0	0	0	1	0	1
menligt	damage	1	-1	0	-1	0	1	-1	-1	0
Cancúnmötet	meet	0	1	1	1	1	1	1	0	1
konkurrensdomstol	court	1	1	1	1	1	1	1	1	1
lots	pilot	0	1	0	1	1	1	1	0	1
partnerskapsavtalet	derive	1	1	1	0	1	1	1	0	1
motorfordonsskatt	tax	0	0	1	1	1	0	1	0	1
lott	enjoy	1	1	1	1	1	1	1	1	1
handelsreformer	reform	1	1	0	1	0	1	1	0	1
eldsvådorna	fire	0	0	1	0	1	0	1	0	1
preciserades	define	0	0	0	1	1	1	1	0	0
nyckelmål	target	0	0	0	1	0	0	0	0	0
förutseende	anticipate	0	0	0	1	1	0	1	0	0
mottagningsvillkoren	be	0	1	0	0	0	0	1	0	1
besannades	prove	0	0	0	1	0	1	1	0	1
rådfrågas	consult	1	1	1	1	1	1	1	1	1
natura	pledge	1	1	1	1	1	1	1	0	1
oegentligt	incorporate	0	0	1	1	0	1	1	0	1
iögonenfallande	strike	1	1	0	0	0	1	1	0	0
strypa	strangle	0	-1	-1	-1	0	1	0	-1	0
instämmanden	preserve	1	1	1	1	0	1	1	0	1
prisrevideringarna	reconsider	0	1	0	1	0	1	1	0	1
handelsstödet	aid	1	1	1	1	0	1	1	1	1
optimist	be	0	1	0	0	0	0	1	0	1
förhandlingsresultat	result	0	0	0	0	1	0	1	0	0
energiplaner	plan	1	1	1	1	1	1	1	0	1
prislapp	price	0	0	1	1	1	0	1	0	1
agendans	provide	1	1	1	1	1	1	1	0	1
Watson-betänkandet	report	0	0	-1	1	0	0	1	0	-1
grupperas	be	0	1	0	0	0	0	1	0	1
bristfällighet	deal	0	0	0	0	0	0	0	0	0
centralbanks	say	0	0	0	0	0	0	1	0	0
sublima	convert	0	0	1	1	1	1	1	0	1
synvilla	be	0	1	0	0	0	0	1	0	1
naturligare	reason	0	0	0	0	0	0	1	0	1
valutakris	have	1	1	1	0	0	1	1	0	1
avbörda	discharge	0	0	0	-1	0	1	1	0	0
odlingar	crop	0	0	1	0	1	1	1	0	1
befattningarna	post	0	1	1	1	0	1	1	0	1
rådfrågat	consult	1	1	1	1	1	1	1	1	1
årsskiftet	end	0	1	0	0	1	0	1	0	0
tättbefolkade	populate	0	1	1	1	1	1	1	0	1
svacka	decline	0	0	-1	-1	0	1	1	0	0
beredningens	come	0	1	0	0	0	0	1	0	0
träffade	meet	0	1	1	1	1	1	1	0	1
valutakrig	word	0	1	0	0	0	0	1	0	0
homosexuell	man	0	0	0	0	0	1	1	0	1
avgasreningssystem	exhaust	0	0	0	-1	-1	1	1	0	-1
kontokort	credit	1	0	1	1	1	1	1	1	1
riks-	be	0	1	0	0	0	0	1	0	1
avtalsparter	contract	-1	0	-1	0	-1	-1	1	0	-1
gasleverantörer	supply	0	0	1	1	1	1	1	0	1
förefalla	seem	0	0	0	0	0	-1	0	0	0
vidgas	widen	0	0	0	0	1	0	1	0	0
folkmordet	commit	-1	-1	0	0	-1	0	1	0	-1
mellanstatlig	be	0	1	0	0	0	0	1	0	1
samrådsdirektivet	be	0	1	0	0	0	0	1	0	1
kärnvapenspridningen	spread	-1	-1	0	1	0	-1	1	0	0
exilorganisationer	exile	0	0	-1	-1	0	1	1	-1	0
låsningen	deadlock	0	0	0	-1	0	1	1	0	0
trafiksäkerhet	transport	0	1	0	1	1	1	1	0	0
Leonardo-medlen	fund	1	1	1	1	1	1	1	0	1
nedärvd	work	1	1	1	1	0	1	1	0	1
inresan	enter	1	1	1	0	1	1	1	0	1
miljöskyddets	repair	0	1	0	1	1	1	1	0	1
återimporteras	be	0	1	0	0	0	0	1	0	1
bokföras	be	0	1	0	0	0	0	1	0	1
spänningsfältet	be	0	1	0	0	0	0	1	0	1
folkmorden	be	0	1	0	0	0	0	1	0	1
könsstympning	undergo	0	0	0	0	1	1	1	0	0
anfallits	attack	0	-1	-1	-1	1	1	0	-1	0
säkerhetsavgifter	charge	-1	0	0	-1	1	1	1	-1	1
kostnadstäckning	cost	0	-1	0	0	0	0	1	-1	0
tillverkningsprocessen	process	0	0	1	1	1	1	1	0	0
fri	free	1	1	1	1	1	1	1	1	1
intensitet	approach	0	1	1	0	1	1	1	0	1
annekteras	be	0	1	0	0	0	0	1	0	1
annekterar	annex	0	0	1	1	1	1	1	0	1
lotsning	pilot	0	1	0	1	1	1	1	0	1
nettomottagaren	net	0	0	1	0	0	1	1	0	1
tillverkningsprocesser	process	0	0	1	1	1	1	1	0	0
behjälpliga	assist	1	1	1	1	1	1	1	1	1
fru	point	0	0	0	0	1	0	1	0	0
filmas	be	0	1	0	0	0	0	1	0	1
filmar	film	0	0	1	1	0	1	1	0	1
socialistiska	be	0	1	0	0	0	0	1	0	1
kontrolluppdrag	control	1	0	1	0	1	1	1	0	1
alkoholproblematiken	repeat	0	1	0	1	0	1	1	0	0
valdeltagare	vote	0	0	0	1	1	1	1	0	0
frontlinjerna	line	0	0	0	0	1	0	1	0	1
siffermaterialet	develop	0	1	0	1	0	0	1	0	0
oundgängligen	be	0	1	0	0	0	0	1	0	1
icke-farligt	process	0	0	1	1	1	1	1	0	0
invandringskontroll	control	1	0	1	0	1	1	1	0	1
transportmarknaderna	transport	0	1	0	1	1	1	1	0	0
vägavgifterna	charge	-1	0	0	-1	1	1	1	-1	1
landsgränserna	border	0	0	0	0	0	0	0	0	0
arkiv	file	0	1	0	0	0	1	1	0	0
brottsbekämpning	fight	-1	0	-1	-1	0	0	1	0	-1
naturkrafterna	force	0	0	0	-1	0	1	0	-1	0
spotta	churn	0	-1	1	0	1	1	1	0	1
gemenskapskontroll	control	1	0	1	0	1	1	1	0	1
kapitalkontroll	control	1	0	1	0	1	1	1	0	1
producentansvaret	do	1	1	1	0	0	1	1	0	1
reforminsatserna	reform	1	1	0	1	0	1	1	0	1
genomföras	be	0	1	0	0	0	0	1	0	1
Whitehead-betänkandet	report	0	0	-1	1	0	0	1	0	-1
tilläggas	add	1	1	1	1	1	0	1	0	1
änkepension	work	1	1	1	1	0	1	1	0	1
snäll	please	0	0	0	1	0	1	1	1	0
cyanidanvändning	constitute	1	1	1	1	1	1	1	1	1
slutliga	end	0	1	0	0	1	0	1	0	0
returneras	return	0	0	0	0	0	1	1	0	0
önskemål	wish	1	1	1	1	1	1	1	1	1
högerextremismens	respond	0	1	0	0	0	1	1	0	1
can	can	0	0	0	0	0	1	1	0	1
slutligt	time	0	0	1	0	1	0	1	0	1
återinförd	reintroduce	0	0	1	1	1	1	1	0	1
intas	take	1	1	1	0	1	1	1	0	1
intar	take	1	1	1	0	1	1	1	0	1
överflyttningen	transfer	0	0	0	0	0	1	1	0	0
tidtabell	schedule	1	1	1	1	1	1	1	0	1
Collados	comment	0	0	0	0	0	1	1	0	1
inflytelseområden	influence	0	0	0	0	0	1	1	0	0
förblindade	blind	0	0	-1	-1	0	1	1	0	0
bankchefens	fashion	1	0	0	-1	1	0	1	0	1
budgettillskott	be	0	1	0	0	0	0	1	0	1
embargot	ban	0	-1	-1	-1	0	1	1	0	0
Tobin-skatten	tax	0	0	1	1	1	0	1	0	1
kock	cook	0	1	0	1	1	1	1	0	1
tillsynsroll	control	1	0	1	0	1	1	1	0	1
desto	be	0	1	0	0	0	0	1	0	1
recessionen	time	0	0	1	0	1	0	1	0	1
röstsystemet	vote	0	0	0	1	1	1	1	0	0
embargon	be	0	1	0	0	0	0	1	0	1
vittomfattande	place	0	0	1	1	1	1	1	0	1
Jugoslavien-programmet	place	0	0	1	1	1	1	1	0	1
harmoniseringsmålet	be	0	1	0	0	0	0	1	0	1
bemött	respond	0	1	0	0	0	1	1	0	1
detaljrikedomen	detail	0	0	0	1	0	0	1	0	0
brandsäkerheten	fire	0	0	1	0	1	0	1	0	1
tobakspolitiken	hand	1	1	0	1	1	1	1	0	1
sandslott	make	0	0	0	1	0	0	1	0	0
detaljhandelpriset	engage	0	0	0	1	1	1	1	0	1
sopats	sweep	1	0	0	0	0	1	1	0	0
prisökning	price	0	0	1	1	1	0	1	0	1
grisar	farm	0	1	1	1	1	1	1	0	1
minskades	reduce	0	0	0	-1	1	1	1	-1	0
rekryteringar	record	1	1	1	1	1	1	1	0	1
vattenkultur	water	0	-1	0	-1	0	1	1	0	1
transportera	transport	0	1	0	1	1	1	1	0	0
obehaget	transport	0	1	0	1	1	1	1	0	0
budgetbistånd	aid	1	1	1	1	0	1	1	1	1
övervaka	monitor	0	1	1	1	1	0	1	0	0
reformförslaget	reform	1	1	0	1	0	1	1	0	1
split	split	1	0	1	-1	0	1	1	-1	1
indragning	cut	0	0	0	-1	0	0	1	0	0
narkotikahandlare	pull	0	0	0	0	0	0	1	0	0
hopkok	consist	0	0	0	0	0	0	-1	0	0
värdarna	host	1	1	1	1	1	1	1	0	1
räkneövning	account	0	0	0	0	0	1	1	0	0
tax-free-försäljningen	do	1	1	1	0	0	1	1	0	1
än	be	0	1	0	0	0	0	1	0	1
informationsbehov	need	0	1	1	0	0	1	1	0	0
kanalens	channel	0	0	0	0	0	0	1	0	0
förbises	be	0	1	0	0	0	0	1	0	1
spillolja	waste	0	-1	0	-1	-1	1	1	0	-1
antecknade	note	0	0	0	0	0	0	1	0	0
emigrerande	give	0	1	1	0	0	0	1	0	1
klassernas	rule	1	1	1	1	1	1	1	0	1
promille	level	0	1	1	1	1	0	1	0	1
åtaganden	make	0	0	0	1	0	0	1	0	0
instrumentet	mean	0	0	0	0	0	-1	0	0	0
kulturkrock	clash	0	0	0	-1	0	1	1	0	0
specialrapport	report	0	0	-1	1	0	0	1	0	-1
åtagandet	undertake	1	1	1	1	0	1	1	0	1
omsättning	depend	0	0	0	0	1	0	1	0	0
miniminormer	rule	1	1	1	1	1	1	1	0	1
efterleva	comply	0	0	0	1	1	1	1	0	1
ät	be	0	1	0	0	0	0	1	0	1
gemenskapsmetodens	follow	0	0	1	1	1	1	1	0	1
är	be	0	1	0	0	0	0	1	0	1
schweizarna	don	1	1	1	1	1	1	1	0	1
terminaler	disagree	0	0	0	1	0	1	1	0	1
kölvatten	wake	1	0	0	0	0	1	1	-1	0
tuggummi	chew	0	1	1	1	0	1	1	0	1
sysselsättningsstrukturer	structure	1	1	0	1	1	1	1	0	0
EBL	claim	1	1	1	0	1	1	1	0	1
Reach-kompromissen	compromise	0	-1	0	-1	-1	1	0	0	0
spännande	excite	0	0	0	-1	0	1	0	-1	0
postkontors	post	0	1	1	1	0	1	1	0	1
diagnostisera	diagnose	0	1	0	1	0	1	1	0	0
tullättnader	suspend	0	0	-1	-1	0	0	1	0	-1
formligen	smash	0	-1	-1	-1	0	1	0	-1	0
dödförklara	declare	0	0	1	0	0	1	1	0	1
finansieringsarrangemang	fund	1	1	1	1	1	1	1	0	1
mätbara	measure	0	1	0	0	0	0	1	0	1
tiodubbla	time	0	0	1	0	1	0	1	0	1
fördröjning	delay	-1	0	-1	-1	-1	0	1	0	-1
Martys	duplicate	0	0	0	1	0	1	1	0	0
utarbetade	draw	0	0	1	1	1	1	0	0	0
resekostnader	travel	1	1	1	0	1	0	1	0	1
klimatet	change	0	1	0	1	0	1	1	0	1
gemenskapsförordning	respond	0	1	0	0	0	1	1	0	1
foderanvändning	feed	1	1	1	1	0	1	1	1	1
vaccinera	vaccinate	0	1	1	1	0	1	1	1	1
Impasse-projektet	project	0	0	1	1	1	1	1	0	1
spannmålslager	stock	0	0	1	1	1	1	1	0	1
exportmarknad	export	0	0	1	0	1	1	1	0	1
nyfiken	know	1	1	1	0	1	1	1	0	1
sportaktiviteter	sport	1	0	1	1	1	1	1	0	1
rättstryggheten	increase	1	1	0	1	0	1	1	0	1
slagord	sound	1	0	0	1	0	1	0	0	0
samhällsfrågorna	issue	0	0	0	1	0	1	1	0	0
nådeansökan	request	0	0	1	0	1	1	1	0	1
nyfiket	look	0	1	1	0	0	0	1	0	1
valutamarknadernas	market	0	0	0	1	1	1	1	0	1
utmålades	be	0	1	0	0	0	0	1	0	1
oavsiktliga	deliberate	0	0	0	-1	0	1	1	0	0
koncentriska	be	0	1	0	0	0	0	1	0	1
kommunal	help	1	1	0	1	0	1	1	1	0
förutbestämt	be	0	1	0	0	0	0	1	0	1
vittra	be	0	1	0	0	0	0	1	0	1
bullerfrågan	issue	0	0	0	1	0	1	1	0	0
mottaglighet	engender	0	0	0	1	0	1	1	0	0
ackreditering	comment	0	0	0	0	0	1	1	0	1
hal	thin	0	0	0	1	0	1	1	0	0
Ewing	have	1	1	1	0	0	1	1	0	1
han	have	1	1	1	0	0	1	1	0	1
socialisterna	consider	1	1	1	1	1	1	1	0	1
Oscar	remind	1	1	1	1	0	1	1	0	0
sköterskor	nurse	0	1	1	1	0	1	1	0	1
deltidsarbetet	work	1	1	1	1	0	1	1	0	1
Londonmötet	meet	0	1	1	1	1	1	1	0	1
bygglov	permit	0	0	0	1	1	1	1	1	0
godstrafik	transport	0	1	0	1	1	1	1	0	0
slopat	abolish	-1	1	-1	-1	1	1	1	-1	1
gemenskapspolitiken	police	0	0	0	-1	0	1	1	0	0
småföretagen	become	0	0	0	0	0	0	1	0	0
deltidsarbeten	work	1	1	1	1	0	1	1	0	1
slopar	scrap	0	0	-1	-1	-1	0	1	0	-1
girokonton	matter	0	0	0	-1	0	1	1	0	0
stoppsträckan	distance	0	0	0	0	0	1	1	0	0
mildrades	be	0	1	0	0	0	0	1	0	1
has	have	1	1	1	0	0	1	1	0	1
hat	hate	-1	0	-1	-1	-1	1	1	-1	-1
partimedlems	wish	1	1	1	1	1	1	1	1	1
hav	water	0	-1	0	-1	0	1	1	0	1
Europafrågor	issue	0	0	0	1	0	1	1	0	0
tvångsregleringar	last	0	0	0	0	0	-1	-1	0	0
paktens	arm	0	0	0	-1	0	1	0	-1	0
flodslätter	flood	0	0	0	0	1	0	1	0	0
skidpister	run	0	1	1	1	1	1	1	0	1
missköter	be	0	1	0	0	0	0	1	0	1
rebellstyrkor	rebel	0	0	0	-1	0	1	1	-1	1
delåtgärd	step	1	1	1	1	1	0	1	0	1
siesta	have	1	1	1	0	0	1	1	0	1
tillhandahöll	provide	1	1	1	1	1	1	1	0	1
synpunkter	view	0	0	0	1	0	1	1	0	0
smittar	be	0	1	0	0	0	0	1	0	1
dikterats	dictate	0	1	0	1	0	1	1	0	1
synpunkten	point	0	0	0	0	1	0	1	0	0
Kära	reply	0	0	0	0	0	1	1	0	0
resultatinriktade	result	0	0	0	0	1	0	1	0	0
dagar	time	0	0	1	0	1	0	1	0	1
produktionsmetoderna	practice	0	0	1	1	0	0	1	0	0
inbetalningar	amount	0	0	0	1	0	0	1	0	0
EG-domstolens	rule	1	1	1	1	1	1	1	0	1
framhållits	be	0	1	0	0	0	0	1	0	1
medelpunkten	focus	1	1	1	1	0	1	1	0	1
handels-	trade	0	1	1	1	1	1	1	0	1
rättssäkerhetens	rule	1	1	1	1	1	1	1	0	1
Svenssonbetänkandet	report	0	0	-1	1	0	0	1	0	-1
överoptimistiska	regard	1	1	1	1	1	1	1	1	1
värvats	be	0	1	0	0	0	0	1	0	1
kulturskillnader	run	0	1	1	1	1	1	1	0	1
inledandet	open	1	1	1	1	0	0	1	0	1
kärnavfall	waste	0	-1	0	-1	-1	1	1	0	-1
trafikolyckor	transport	0	1	0	1	1	1	1	0	0
spekulationsbubbla	bubble	0	0	0	-1	0	0	1	0	0
forumshopping	shop	0	0	1	0	1	1	1	0	1
rätlinjighet	be	0	1	0	0	0	0	1	0	1
anbefallas	help	1	1	0	1	0	1	1	1	0
oförstående	understand	1	1	1	1	1	1	1	0	1
maktposition	position	0	0	0	1	0	1	1	0	0
Pentagon	earmark	0	1	1	1	1	1	1	0	1
flygmarknad	market	0	0	0	1	1	1	1	0	1
hälsovård	care	1	1	1	1	0	1	1	0	1
passagerartransporttjänster	transport	0	1	0	1	1	1	1	0	0
attackerat	attack	0	-1	-1	-1	1	1	0	-1	0
forskningscentrets	end	0	1	0	0	1	0	1	0	0
hyror	rent	1	1	1	1	1	1	1	0	1
rymddräkter	track	-1	1	-1	-1	1	1	1	-1	1
attackerar	attack	0	-1	-1	-1	1	1	0	-1	0
nödvaccinering	force	0	0	0	-1	0	1	0	-1	0
återhämtningspaket	package	0	0	0	1	1	0	1	0	1
elenergi	power	1	0	0	0	0	0	1	0	1
oförändrat	remain	0	0	0	0	0	0	1	0	0
attackerad	attack	0	-1	-1	-1	1	1	0	-1	0
medräknad	account	0	0	0	0	0	1	1	0	0
grundsyfte	grip	0	0	0	0	0	1	1	0	0
aningar	be	0	1	0	0	0	0	1	0	1
medmänsklig	pursue	0	1	1	0	0	1	1	0	1
invandra	immigrate	0	1	1	0	1	1	1	0	1
reagera	react	0	0	0	0	0	0	1	0	0
Goodyear	plant	1	1	1	1	1	1	1	0	1
volontär	volunteer	1	1	0	1	0	1	1	0	1
utfrågad	question	0	0	1	1	1	1	1	0	1
skattebetalare	tax	0	0	1	1	1	0	1	0	1
föga	lack	0	0	0	0	-1	1	1	0	-1
skrivbord	please	0	0	0	1	0	1	1	1	0
turnéer	visit	1	1	1	1	1	1	1	1	1
res	go	0	0	0	0	0	0	1	0	0
priskonkurrensen	price	0	0	1	1	1	0	1	0	1
utser	appoint	1	1	1	1	1	1	1	1	1
utses	be	0	1	0	0	0	0	1	0	1
finansieringsbehov	need	0	1	1	0	0	1	1	0	0
effektivitetssträvan	cause	-1	-1	0	0	0	-1	0	0	0
olycksfrekvens	rate	0	1	0	1	0	0	1	0	0
Facebook	like	1	1	1	1	0	1	1	1	1
utfrågas	be	0	1	0	0	0	0	1	0	1
tabbe	be	0	1	0	0	0	0	1	0	1
förvandlade	turn	0	0	0	0	0	0	1	0	0
myndigheter	power	1	0	0	0	0	0	1	0	1
Watts	invite	1	1	1	1	1	1	1	1	1
välkomstord	word	0	1	0	0	0	0	1	0	0
värnandet	safeguard	1	1	0	1	0	1	1	1	1
tulldokumenten	increase	1	1	0	1	0	1	1	0	1
tillfrågades	ask	0	0	0	0	1	1	1	0	0
bekämpande	combat	0	0	0	-1	0	1	1	0	0
brigader	check	0	0	0	0	1	1	1	0	1
ansökan	request	0	0	1	0	1	1	1	0	1
sjöfartstjänster	transport	0	1	0	1	1	1	1	0	0
realekonomisk	own	0	1	1	1	1	1	1	0	1
uppköpsbud	bid	0	0	1	0	1	1	1	0	1
myndigheten	power	1	0	0	0	0	0	1	0	1
svävat	be	0	1	0	0	0	0	1	0	1
kraftverken	power	1	0	0	0	0	0	1	0	1
linjerederier	ship	1	0	1	1	0	1	1	0	1
rådgör	consult	1	1	1	1	1	1	1	1	1
svävar	be	0	1	0	0	0	0	1	0	1
tobakskontroll	control	1	0	1	0	1	1	1	0	1
utrotningsprogram	fine	0	1	1	1	1	1	1	1	1
