pt Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
últimas	last	0	0	0	0	0	-1	-1	0	0
especulativas	risk	-1	0	-1	0	-1	0	1	0	-1
convidem-nos	do	1	1	1	0	0	1	1	0	1
filiados	affiliate	0	1	1	1	0	1	1	0	1
ceio	believe	0	0	1	1	0	1	1	1	1
número-recorde	increase	1	1	0	1	0	1	1	0	1
impôs	have	1	1	1	0	0	1	1	0	1
multiculturais	help	1	1	0	1	0	1	1	1	0
agravemos	tighten	0	0	0	0	0	1	1	0	0
alimentar-se-á	be	0	1	0	0	0	0	1	0	1
medicação	take	1	1	1	0	1	1	1	0	1
acusou-me	accuse	0	0	-1	-1	0	1	1	-1	-1
deixemo-nos	let	0	0	0	1	-1	0	1	0	0
caracterizou-se	be	0	1	0	0	0	0	1	0	1
estimação	incorporate	0	0	1	1	0	1	1	0	1
sobejam	be	0	1	0	0	0	0	1	0	1
Dybkjær	lead	0	1	1	1	1	0	1	0	1
uniformemente	be	0	1	0	0	0	0	1	0	1
policial	police	0	0	0	-1	0	1	1	0	0
empurrarmos	push	0	0	-1	-1	0	1	1	-1	0
compraz	be	0	1	0	0	0	0	1	0	1
liberais	be	0	1	0	0	0	0	1	0	1
lerem	read	0	0	1	0	1	0	1	0	1
extorsão	blackmail	0	-1	-1	-1	0	1	0	-1	1
lerei	read	0	0	1	0	1	0	1	0	1
retomaram	have	1	1	1	0	0	1	1	0	1
compram	buy	1	1	1	1	1	1	1	0	1
Rio	laugh	0	0	0	0	0	-1	1	0	1
abordadas	deal	0	0	0	0	0	0	0	0	0
policias	police	0	0	0	-1	0	1	1	0	0
desarmadas	disarm	0	0	0	-1	0	1	0	-1	0
exportámos	export	0	0	1	0	1	1	1	0	1
Ria	show	1	1	1	0	1	0	1	0	0
enveredemos	go	0	0	0	0	0	0	1	0	0
determinariam	elect	1	1	1	1	1	1	1	1	1
aplicava-se	apply	0	1	1	1	1	1	1	0	1
ajudante	provide	1	1	1	1	1	1	1	0	1
questionadas	question	0	0	1	1	1	1	1	0	1
recém-apresentadas	change	0	1	0	1	0	1	1	0	1
aprovava	approve	1	1	1	1	1	1	1	0	1
revenda	major	0	1	0	0	1	1	1	0	1
doaram	donate	1	1	1	1	1	1	1	0	1
estudo-modelo	enable	1	1	0	1	1	1	1	1	0
revendo	review	0	0	0	1	0	1	1	0	0
indisponibilidade	lack	0	0	0	0	-1	1	1	0	-1
Javier	deplete	0	-1	0	-1	0	1	-1	-1	0
proibidos	ban	0	-1	-1	-1	0	1	1	0	0
gustativa	taste	1	1	1	0	1	0	1	0	1
forneçamos	provide	1	1	1	1	1	1	1	0	1
tacitamente	own	0	1	1	1	1	1	1	0	1
substituiriam	replace	0	1	0	0	1	1	1	0	1
proponho-lhe	propose	0	1	1	1	0	0	1	0	1
prejudique	damage	1	-1	0	-1	0	1	-1	-1	0
iro	make	0	0	0	1	0	0	1	0	0
ira	anger	0	-1	0	-1	0	1	0	-1	0
lote	plot	0	0	0	-1	0	1	1	0	0
processar-se-á	be	0	1	0	0	0	0	1	0	1
desceria	decrease	0	0	0	-1	-1	0	1	0	-1
direcço	put	1	1	1	0	1	1	1	0	1
fogo-fátuo	flash	0	0	0	0	0	1	1	0	0
proporcionariam	provide	1	1	1	1	1	1	1	0	1
NÃO	vote	0	0	0	1	1	1	1	0	0
sobrelotados	overflow	0	-1	0	-1	0	0	-1	0	0
subsolo	grind	0	0	0	-1	0	0	1	0	1
desenlace	end	0	1	0	0	1	0	1	0	0
Brons	utter	1	1	-1	0	0	1	1	0	1
convertendo-o	turn	0	0	0	0	0	0	1	0	0
dilatórias	delay	-1	0	-1	-1	-1	0	1	0	-1
apoiarem-nos	support	1	1	1	1	0	1	1	1	1
prescindam	resolve	-1	1	0	0	1	-1	1	0	1
Maschadov	word	0	1	0	0	0	0	1	0	0
rolar	roll	0	0	1	0	0	0	1	0	1
dirigistas	aim	0	0	0	1	1	0	1	0	1
imponente	impose	0	0	1	1	1	0	1	0	1
sinteticamente	brief	0	0	1	1	1	1	1	0	1
mensurável	measure	0	1	0	0	0	0	1	0	1
vocacionadas	position	0	0	0	1	0	1	1	0	0
retaliar	retaliate	0	-1	-1	-1	0	1	1	-1	1
mostremos	show	1	1	1	0	1	0	1	0	0
débito	charge	-1	0	0	-1	1	1	1	-1	1
mãos	hand	1	1	0	1	1	1	1	0	1
recuem	back	1	1	1	1	1	1	1	1	1
projectando-se	project	0	0	1	1	1	1	1	0	1
adoptá-los	adopt	1	1	1	1	1	1	1	0	1
deixamo-los	let	0	0	0	1	-1	0	1	0	0
aprofundadamente	detail	0	0	0	1	0	0	1	0	0
algazarra	go	0	0	0	0	0	0	1	0	0
puxam	pull	0	0	0	0	0	0	1	0	0
proverem	provide	1	1	1	1	1	1	1	0	1
conseguirei	be	0	1	0	0	0	0	1	0	1
insinua	be	0	1	0	0	0	0	1	0	1
acreditarão	believe	0	0	1	1	0	1	1	1	1
conseguirem	be	0	1	0	0	0	0	1	0	1
litígios	dispute	0	0	-1	-1	-1	1	1	0	-1
aplicar-se	apply	0	1	1	1	1	1	1	0	1
escalado	be	0	1	0	0	0	0	1	0	1
praticado	be	0	1	0	0	0	0	1	0	1
pré-determinadas	put	1	1	1	0	1	1	1	0	1
pan-europeias	single	0	0	0	-1	0	0	1	0	0
célebres	be	0	1	0	0	0	0	1	0	1
praticada	carry	0	1	1	0	0	1	1	0	0
puxar	pull	0	0	0	0	0	0	1	0	0
escalada	escalate	0	-1	0	-1	0	0	1	0	0
pagaram	have	1	1	1	0	0	1	1	0	1
exclusividade	market	0	0	0	1	1	1	1	0	1
arrecadarem	make	0	0	0	1	0	0	1	0	0
orientarmo-nos	aim	0	0	0	1	1	0	1	0	1
vimo-nos	have	1	1	1	0	0	1	1	0	1
fair-trade	trade	0	1	1	1	1	1	1	0	1
.	be	0	1	0	0	0	0	1	0	1
ambígua	mix	0	0	0	1	1	0	1	0	1
demitir	resign	0	0	0	0	-1	1	1	0	-1
pastores	shepherd	0	1	1	1	0	1	1	1	1
compartilhadas	share	1	1	1	0	1	1	1	0	1
filmar	film	0	0	1	1	0	1	1	0	1
germinais	stem	0	0	-1	0	1	1	1	0	0
coligar-se	outrage	0	-1	0	-1	0	1	1	-1	0
insatisfatórias	be	0	1	0	0	0	0	1	0	1
atesta	be	0	1	0	0	0	0	1	0	1
mestres	master	0	1	0	1	1	1	1	0	1
optaremos	choose	1	1	1	1	1	1	1	1	1
interrogou	question	0	0	1	1	1	1	1	0	1
Chade	underline	0	0	0	1	0	1	1	0	0
antítese	represent	0	1	0	1	0	1	1	0	0
obeso	study	1	0	1	1	1	1	1	0	1
Tutsis	power	1	0	0	0	0	0	1	0	1
apoiávamos	support	1	1	1	1	0	1	1	1	1
medido	measure	0	1	0	0	0	0	1	0	1
situar-se	be	0	1	0	0	0	0	1	0	1
compadece	resolve	-1	1	0	0	1	-1	1	0	1
esquivarem	sidestep	0	0	0	-1	0	1	1	0	0
classifique	classify	0	0	0	1	0	1	1	0	0
empobrecedoras	be	0	1	0	0	0	0	1	0	1
spin	major	0	1	0	0	1	1	1	0	1
detectamos	be	0	1	0	0	0	0	1	0	1
abandonaram	have	1	1	1	0	0	1	1	0	1
colombianos	bring	0	0	1	1	0	0	1	0	0
insurgimos	be	0	1	0	0	0	0	1	0	1
impingir	down	0	0	0	0	0	0	1	0	0
joguinho	play	1	1	1	1	1	1	1	0	1
salve-se	man	0	0	0	0	0	1	1	0	1
incansavelmente	bring	0	0	1	1	0	0	1	0	0
heresia	grip	0	0	0	0	0	1	1	0	0
casais	couple	0	0	0	1	0	0	1	0	0
roubadas	steal	0	0	-1	-1	1	1	1	0	1
agitação	stir	1	1	1	1	0	1	1	0	1
linguagem	term	1	1	0	1	1	1	0	0	0
descontraidamente	back	1	1	1	1	1	1	1	1	1
transigirmos	mount	1	1	1	0	1	1	1	0	1
impulsionaram	drive	1	1	0	1	0	1	1	0	1
subjacente	underlie	0	0	0	0	0	1	1	0	0
respira-se	breathe	0	1	0	0	1	1	1	0	1
deste	present	1	1	1	1	1	1	1	0	1
afastadas	remove	-1	1	-1	-1	1	0	1	-1	0
ajustemos	back	1	1	1	1	1	1	1	1	1
30º	deny	0	0	-1	-1	0	1	1	0	-1
surgiu-nos	do	1	1	1	0	0	1	1	0	1
esperam-se	expect	0	1	1	1	0	0	1	0	1
mereciam	deserve	1	1	1	0	1	1	1	0	1
Sobre	follow	0	0	1	1	1	1	1	0	1
façam-nos	do	1	1	1	0	0	1	1	0	1
fiquei	be	0	1	0	0	0	0	1	0	1
suprimam	remove	-1	1	-1	-1	1	0	1	-1	0
aparatosamente	plummet	0	0	0	-1	0	0	1	0	0
fiquem	be	0	1	0	0	0	0	1	0	1
simplificação	simplify	1	1	0	1	1	1	1	0	0
supervisionado	monitor	0	1	1	1	1	0	1	0	0
revelara	reveal	0	0	0	1	0	1	1	0	0
comentário	comment	0	0	0	0	0	1	1	0	1
dilua	be	0	1	0	0	0	0	1	0	1
split	split	1	0	1	-1	0	1	1	-1	1
apoiá-lo-emos	support	1	1	1	1	0	1	1	1	1
indubitavelmente	doubt	0	0	-1	-1	0	1	1	0	-1
deteriorado	deteriorate	0	0	0	0	0	0	1	0	0
agarrar	seize	0	0	0	0	1	0	1	-1	1
deteriorada	deteriorate	0	0	0	0	0	0	1	0	0
aproximar-se	move	0	0	0	1	0	1	1	0	0
gronelandesa	operate	1	1	1	1	1	1	1	0	1
enveredará	be	0	1	0	0	0	0	1	0	1
pedem-se	be	0	1	0	0	0	0	1	0	1
agarram	cling	0	0	0	0	0	1	1	0	0
debaterem-se	battle	0	0	0	-1	1	1	1	0	0
fustigada	hit	0	-1	-1	-1	0	1	0	-1	0
ladra	market	0	0	0	1	1	1	1	0	1
falhados	fail	0	0	-1	-1	-1	0	1	-1	-1
desmembrado	break	0	0	-1	-1	1	1	1	0	1
ânimo	pass	0	1	0	0	0	1	1	0	0
catálogos	list	0	0	0	1	0	0	1	0	1
propagar	spread	-1	-1	0	1	0	-1	1	0	0
algum	mean	0	0	0	0	0	-1	0	0	0
tirava	hide	0	0	0	0	0	0	1	1	0
desmembrada	tear	0	0	-1	-1	0	1	1	0	0
academia	police	0	0	0	-1	0	1	1	0	0
extremismos	sort	0	0	0	1	0	1	1	0	0
ridicularizadas	shop	0	0	1	0	1	1	1	0	1
liderarem	lead	0	1	1	1	1	0	1	0	1
propagam	spread	-1	-1	0	1	0	-1	1	0	0
jurar	swear	0	0	0	0	0	1	1	0	0
confessados	state	0	1	1	1	0	1	1	0	0
orquestração	end	0	1	0	0	1	0	1	0	0
promete	promise	1	1	1	1	1	1	1	0	1
antibranqueamento	provide	1	1	1	1	1	1	1	0	1
emprestados	borrow	0	0	1	0	1	1	1	0	0
deleitam	revel	0	1	1	1	0	1	1	0	1
desaparecer	disappear	0	0	0	0	0	0	1	0	0
procedamos	proceed	0	0	0	0	1	1	0	0	1
prometo	promise	1	1	1	1	1	1	1	0	1
prometi	promise	1	1	1	1	1	1	1	0	1
desapareceu	have	1	1	1	0	0	1	1	0	1
preparando	prepare	1	1	1	1	1	1	1	1	1
arrefece	be	0	1	0	0	0	0	1	0	1
desaconselharia	advise	1	1	1	1	0	1	1	1	1
airbag	air	0	0	0	-1	0	1	0	0	0
asseguraremos	make	0	0	0	1	0	0	1	0	0
cambismo	trade	0	1	1	1	1	1	1	0	1
apurem	do	1	1	1	0	0	1	1	0	1
acalmem	down	0	0	0	0	0	0	1	0	0
internacionalizar	become	0	0	0	0	0	0	1	0	0
keynesiana	leave	0	0	0	0	0	0	1	-1	0
establecem	clear	0	1	1	1	1	1	1	0	1
Ewing	have	1	1	1	0	0	1	1	0	1
revissem	review	0	0	0	1	0	1	1	0	0
possuamos	have	1	1	1	0	0	1	1	0	1
impedir-nos	prevent	0	0	0	-1	0	1	1	-1	0
barbaridades	act	0	0	0	0	0	0	1	0	0
has	have	1	1	1	0	0	1	1	0	1
Acesso	rule	1	1	1	1	1	1	1	0	1
expedidos	ship	1	0	1	1	0	1	1	0	1
expedidor	apply	0	1	1	1	1	1	1	0	1
encoraja-me	be	0	1	0	0	0	0	1	0	1
evolução	change	0	1	0	1	0	1	1	0	1
ajudá-los-á	help	1	1	0	1	0	1	1	1	0
convocou	call	0	0	1	1	0	1	1	0	1
melhorar-se	improve	1	1	1	1	0	1	1	0	1
indicativa	indicate	0	0	0	1	0	1	1	0	0
saiu-se	have	1	1	1	0	0	1	1	0	1
preterir	emerge	1	1	0	0	0	1	1	0	1
Hébridas	have	1	1	1	0	0	1	1	0	1
levar	take	1	1	1	0	1	1	1	0	1
estipulação	set	0	0	1	1	1	1	1	0	1
coexistirem	live	1	1	1	1	1	1	1	0	1
indicativo	code	1	1	0	1	0	1	1	0	0
perseverar	continue	1	1	1	1	1	0	1	0	1
expatriados	displace	0	0	0	-1	0	1	0	-1	0
interiorizaram	have	1	1	1	0	0	1	1	0	1
entregar-me	engage	0	0	0	1	1	1	1	0	1
falsificador	be	0	1	0	0	0	0	1	0	1
contratada	contract	-1	0	-1	0	-1	-1	1	0	-1
carregamos	have	1	1	1	0	0	1	1	0	1
desalento	dismay	1	-1	0	1	0	1	1	-1	1
apetecia	make	0	0	0	1	0	0	1	0	0
gangrena	like	1	1	1	1	0	1	1	1	1
permitir-lhes-ão	bring	0	0	1	1	0	0	1	0	0
afronta	insult	0	-1	-1	-1	0	1	0	-1	1
identidade	sense	0	0	0	0	1	0	1	0	0
fragilizados	weaken	0	-1	0	-1	0	1	0	-1	0
admitidos	admit	0	0	0	1	0	1	1	0	0
atirem	throw	0	0	0	0	0	1	1	0	1
interpretará	interpret	0	0	1	0	1	1	1	0	1
beneficiam	benefit	1	1	0	1	1	1	1	1	1
contestasse	prevent	0	0	0	-1	0	1	1	-1	0
devorar	eat	0	1	1	-1	1	1	1	0	1
debelar	overcome	0	1	-1	0	1	0	1	0	1
agudizaram	have	1	1	1	0	0	1	1	0	1
imaginará	imagine	0	0	0	0	0	0	1	0	0
retirasse	withdraw	0	0	0	-1	0	1	1	0	0
culpas	blame	-1	-1	-1	-1	-1	1	1	-1	-1
consumamos	consume	0	0	1	0	1	1	1	0	1
culpam	blame	-1	-1	-1	-1	-1	1	1	-1	-1
linchado	go	0	0	0	0	0	0	1	0	0
reduza	reduce	0	0	0	-1	1	1	1	-1	0
classificado	classify	0	0	0	1	0	1	1	0	0
repare	note	0	0	0	0	0	0	1	0	0
estados-maiores	staff	1	1	1	1	1	1	1	0	1
Reding	comment	0	0	0	0	0	1	1	0	1
reduzi	cut	0	0	0	-1	0	0	1	0	0
fiscalmente	tax	0	0	1	1	1	0	1	0	1
reparo	note	0	0	0	0	0	0	1	0	0
equitativa	equal	1	1	0	1	0	1	1	0	1
abandonemos	abandon	0	-1	-1	-1	-1	0	1	-1	-1
A7	post	0	1	1	1	0	1	1	0	1
assinada	sign	0	0	1	1	1	1	1	0	1
excisão	bear	0	0	0	0	1	1	1	0	0
assinado	sign	0	0	1	1	1	1	1	0	1
deslocarei	be	0	1	0	0	0	0	1	0	1
oferta-procura	delay	-1	0	-1	-1	-1	0	1	0	-1
oposição	oppose	0	0	-1	-1	0	1	1	0	-1
arrancadas	uproot	0	-1	-1	-1	0	1	0	-1	0
trazemos	bring	0	0	1	1	0	0	1	0	0
deslocares	consider	1	1	1	1	1	1	1	0	1
euforias	be	0	1	0	0	0	0	1	0	1
comemorar	celebrate	1	1	1	1	1	1	1	0	1
limpá-los	clean	0	1	1	1	0	0	1	0	1
semestrais	follow	0	0	1	1	1	1	1	0	1
perdoamos	forgive	1	1	1	1	1	1	1	1	1
Watts	say	0	0	0	0	0	0	1	0	0
anunciei	announce	1	1	1	1	1	1	1	0	1
conhecida	know	1	1	1	0	1	1	1	0	1
complicou	complicate	0	-1	0	-1	0	1	0	0	0
desagradáveis	annoy	0	-1	0	-1	0	1	0	-1	0
ocasionadas	incur	0	0	0	0	0	0	1	0	0
conhecido	know	1	1	1	0	1	1	1	0	1
reintroduzi-la	reintroduce	0	0	1	1	1	1	1	0	1
repugnantes	disgust	0	-1	0	-1	0	1	1	-1	1
alterada	amend	1	1	1	1	1	1	1	0	1
montarem	set	0	0	1	1	1	1	1	0	1
alterado	amend	1	1	1	1	1	1	1	0	1
navegabilidade	ship	1	0	1	1	0	1	1	0	1
traduzíveis	express	-1	0	0	0	1	0	1	0	0
centrará	focus	1	1	1	1	0	1	1	0	1
sentarmo-nos	sit	0	0	0	0	0	0	0	0	0
sexistas	aid	1	1	1	1	0	1	1	1	1
pró-activas	term	1	1	0	1	1	1	0	0	0
povoado	populate	0	1	1	1	1	1	1	0	1
microeconómicas	picture	0	0	0	0	0	1	1	0	0
decisivos	decide	1	1	1	1	0	1	1	0	1
Weggen	embark	1	1	0	1	1	1	1	0	1
espalharem	spread	-1	-1	0	1	0	-1	1	0	0
publiquemos	publish	1	1	1	1	1	1	1	0	1
aferiram	assess	0	1	0	1	0	1	1	0	1
estonianos	be	0	1	0	0	0	0	1	0	1
comportaram	behave	0	1	0	0	0	1	1	0	1
comorenses	fare	0	1	1	0	1	0	1	0	1
verificamo-lo	see	1	1	1	1	1	1	1	0	1
respondamos	respond	0	1	0	0	0	1	1	0	1
satisfazendo	meet	0	1	1	1	1	1	1	0	1
serem-lhes	be	0	1	0	0	0	0	1	0	1
segrega	close	0	1	1	0	0	1	1	0	1
dedicar-lhes	devote	1	1	1	1	0	1	1	0	1
morreriam	die	0	1	0	-1	-1	1	1	0	-1
fabril	manufacture	1	1	1	1	1	1	1	0	1
perdoar	forgive	1	1	1	1	1	1	1	1	1
secunda-o	have	1	1	1	0	0	1	1	0	1
solicitado	request	0	0	1	0	1	1	1	0	1
fabris	manufacture	1	1	1	1	1	1	1	0	1
vivências	experience	0	1	-1	0	-1	0	1	0	-1
prestadora	provide	1	1	1	1	1	1	1	0	1
situarem-se	locate	0	1	0	1	1	1	1	0	0
solicitada	request	0	0	1	0	1	1	1	0	1
mantêm	maintain	1	0	1	1	0	1	1	0	1
conseguira	have	1	1	1	0	0	1	1	0	1
vetustez	age	0	0	0	-1	0	1	1	0	0
ligarmos	link	1	1	1	1	1	1	1	0	0
ofícios	trade	0	1	1	1	1	1	1	0	1
indicou-nos	show	1	1	1	0	1	0	1	0	0
mostrou-se	have	1	1	1	0	0	1	1	0	1
planeiem	plan	1	1	1	1	1	1	1	0	1
interrogássemos	ask	0	0	0	0	1	1	1	0	0
realizando	carry	0	1	1	0	0	1	1	0	0
denunciarmos	denounce	-1	0	-1	-1	1	0	1	-1	-1
dizia-lhes	time	0	0	1	0	1	0	1	0	1
verde	free	1	1	1	1	1	1	1	1	1
acreditamos	believe	0	0	1	1	0	1	1	1	1
convencida	convince	1	0	0	1	0	1	1	0	1
pedras-de-toque	set	0	0	1	1	1	1	1	0	1
cumes	top	0	0	1	0	1	1	1	0	1
precisariam	need	0	1	1	0	0	1	1	0	0
imputá-lo	request	0	0	1	0	1	1	1	0	1
azo	lead	0	1	1	1	1	0	1	0	1
constitucionalização	process	0	0	1	1	1	1	1	0	0
Jaya	try	0	1	1	0	1	1	1	0	0
alergeneidade	be	0	1	0	0	0	0	1	0	1
olhar-nos	look	0	1	1	0	0	0	1	0	1
imponhamos	impose	0	0	1	1	1	0	1	0	1
subscrevemos	support	1	1	1	1	0	1	1	1	1
marcarão	be	0	1	0	0	0	0	1	0	1
empreendedor	lie	0	0	0	0	0	1	1	0	0
pensamento	think	0	0	1	1	1	1	1	1	0
perseguirmos	pursue	0	1	1	0	0	1	1	0	1
pesos	double	0	0	1	1	1	0	1	0	1
bocado	piece	0	0	0	0	1	0	1	0	1
fazendo-me	resort	0	0	1	0	0	1	1	0	1
rapidamente	delay	-1	0	-1	-1	-1	0	1	0	-1
convencido	convince	1	0	0	1	0	1	1	0	1
pricing	price	0	0	1	1	1	0	1	0	1
moderna	emerge	1	1	0	0	0	1	1	0	1
retiveram	have	1	1	1	0	0	1	1	0	1
mergulhando	plunge	0	-1	0	-1	0	0	1	-1	0
possuíam	have	1	1	1	0	0	1	1	0	1
degradaram-se	have	1	1	1	0	0	1	1	0	1
preservasse	preserve	1	1	1	1	0	1	1	0	1
representastes	let	0	0	0	1	-1	0	1	0	0
moderno	advance	0	1	1	1	1	0	1	0	1
infiltrarem	seep	0	0	0	-1	0	0	-1	0	0
minas	mine	0	0	0	1	0	1	1	0	0
valorizada	value	1	1	1	1	0	1	1	1	1
desbravamentos	burn	0	-1	-1	-1	0	1	1	-1	0
aniquilem	scale	0	0	0	0	0	0	1	0	0
atingiria	hit	0	-1	-1	-1	0	1	0	-1	0
solidão	touch	1	0	1	0	0	1	1	0	1
tenazmente	lend	1	1	1	1	1	1	1	0	1
ECOFIN	meet	0	1	1	1	1	1	1	0	1
conceder-nos	give	0	1	1	0	0	0	1	0	1
regularizações	help	1	1	0	1	0	1	1	1	0
incorporação	incorporate	0	0	1	1	0	1	1	0	1
encontrada	found	1	1	1	1	1	1	1	1	1
organizássemos	be	0	1	0	0	0	0	1	0	1
eventual	be	0	1	0	0	0	0	1	0	1
traçar-se	draw	0	0	1	1	1	1	0	0	0
mencionava	mention	0	1	0	0	0	1	1	0	0
adiarem	postpone	0	0	0	-1	0	1	1	0	0
encontrado	found	1	1	1	1	1	1	1	1	1
vegetativo	plant	1	1	1	1	1	1	1	0	1
vinculação	link	1	1	1	1	1	1	1	0	0
toxicodependentes	addict	0	-1	-1	-1	0	1	1	-1	0
patenteadas	assert	0	1	1	1	0	1	1	0	1
convoquemos	bring	0	0	1	1	0	0	1	0	0
UNITA	include	1	1	1	1	1	1	1	1	0
vegetativa	bring	0	0	1	1	0	0	1	0	0
conseguirá	be	0	1	0	0	0	0	1	0	1
relacionais	feel	1	1	1	0	0	0	1	0	1
abstenho	abstain	0	0	-1	0	0	0	1	0	1
somando	add	1	1	1	1	1	0	1	0	1
E	point	0	0	0	0	1	0	1	0	0
proeminentes	lead	0	1	1	1	1	0	1	0	1
enalteceram	praise	1	1	1	1	1	1	1	1	1
abstenha	refrain	0	1	0	0	0	0	1	0	1
ecossistemas	plant	1	1	1	1	1	1	1	0	1
debruçarem-se	pay	0	0	-1	0	0	-1	1	0	-1
endossarei	regard	1	1	1	1	1	1	1	1	1
derrubo-a	chop	0	-1	-1	-1	1	0	1	-1	1
desrespeito	disregard	0	-1	-1	-1	-1	1	1	0	-1
palma	plant	1	1	1	1	1	1	1	0	1
Rule	rule	1	1	1	1	1	1	1	0	1
convimos	agree	0	0	0	0	1	1	1	0	1
transportes	transport	0	1	0	1	1	1	1	0	0
palmo	end	0	1	0	0	1	0	1	0	0
ricochete	close	0	1	1	0	0	1	1	0	1
explicou-o	explain	1	1	0	1	0	1	1	0	1
dizíamos	say	0	0	0	0	0	0	1	0	0
sujeitarmos	risk	-1	0	-1	0	-1	0	1	0	-1
desequilibrar-se	own	0	1	1	1	1	1	1	0	1
discrepante	claim	1	1	1	0	1	1	1	0	1
conjugá-los	side	0	0	0	0	1	0	1	0	0
substitua	replace	0	1	0	0	1	1	1	0	1
respeitava	respect	1	1	1	1	0	1	1	1	1
incita-nos	give	0	1	1	0	0	0	1	0	1
meritoriamente	be	0	1	0	0	0	0	1	0	1
perguntando	ask	0	0	0	0	1	1	1	0	0
encarreguei	have	1	1	1	0	0	1	1	0	1
lucrativamente	talk	0	0	0	0	0	1	1	0	0
encarreguem	take	1	1	1	0	1	1	1	0	1
adaptável	adapt	0	1	1	1	1	1	1	0	1
descontentar	manage	1	1	1	1	1	1	1	0	1
urgia	be	0	1	0	0	0	0	1	0	1
pré-fabricadas	be	0	1	0	0	0	0	1	0	1
apoio	support	1	1	1	1	0	1	1	1	1
preferissem	wish	1	1	1	1	1	1	1	1	1
empregou	employ	1	1	1	1	1	1	1	0	1
banirem	ban	0	-1	-1	-1	0	1	1	0	0
interrogatório	question	0	0	1	1	1	1	1	0	1
entrevista	interview	0	1	1	1	1	1	1	0	1
empregos	work	1	1	1	1	0	1	1	0	1
maximizarmos	order	0	0	0	-1	0	0	1	0	0
estacionou	station	0	0	0	0	1	0	1	0	0
acrescentaremos	add	1	1	1	1	1	0	1	0	1
Färm	acquit	0	0	0	1	0	1	1	1	1
corpo	force	0	0	0	-1	0	1	0	-1	0
descarrega	put	1	1	1	0	1	1	1	0	1
criadora	create	1	1	0	1	1	1	1	0	0
retiraremos	withdraw	0	0	0	-1	0	1	1	0	0
celebrações	celebrate	1	1	1	1	1	1	1	0	1
freelance	come	0	1	0	0	0	0	1	0	0
megawatts	be	0	1	0	0	0	0	1	0	1
trivial	state	0	1	1	1	0	1	1	0	0
inventariado	compile	1	1	1	1	1	1	1	0	1
deter-me	dwell	0	0	0	0	0	1	1	0	1
aponte	point	0	0	0	0	1	0	1	0	0
conotados	represent	0	1	0	1	0	1	1	0	0
truques	conjure	0	1	1	1	1	1	1	0	1
aponta	point	0	0	0	0	1	0	1	0	0
aponto	point	0	0	0	0	1	0	1	0	0
macho	represent	0	1	0	1	0	1	1	0	0
medíocres	be	0	1	0	0	0	0	1	0	1
ausentes	be	0	1	0	0	0	0	1	0	1
deparam-se	be	0	1	0	0	0	0	1	0	1
experimentaram	have	1	1	1	0	0	1	1	0	1
imprimindo	give	0	1	1	0	0	0	1	0	1
mobilizar-nos	take	1	1	1	0	1	1	1	0	1
concebemos	have	1	1	1	0	0	1	1	0	1
viemos	have	1	1	1	0	0	1	1	0	1
minuto	time	0	0	1	0	1	0	1	0	1
gastaremos	spend	0	1	0	0	0	0	1	0	0
reconverter-se	change	0	1	0	1	0	1	1	0	1
minuta	draft	1	1	1	1	1	1	1	0	1
redobrou	have	1	1	1	0	0	1	1	0	1
calaram-se	have	1	1	1	0	0	1	1	0	1
afirmá	be	0	1	0	0	0	0	1	0	1
continuação	continue	1	1	1	1	1	0	1	0	1
contornando	circumvent	0	0	0	1	0	0	1	0	1
Desobstruíram	be	0	1	0	0	0	0	1	0	1
búfalos	water	0	-1	0	-1	0	1	1	0	1
Bósnia-Herzegovina	reach	0	1	0	0	0	1	1	0	0
interessadas	concern	1	-1	0	-1	0	1	1	-1	0
reposicionamento	restore	1	1	1	1	0	1	1	1	1
Montenegrinos	charter	1	1	1	1	1	1	1	1	1
enunciámos	have	1	1	1	0	0	1	1	0	1
estimámos	estimate	1	1	1	0	0	1	1	0	1
irmãs	belong	1	0	1	1	1	1	1	0	0
publicava	publish	1	1	1	1	1	1	1	0	1
Tal	have	1	1	1	0	0	1	1	0	1
inclemente	be	0	1	0	0	0	0	1	0	1
recolhia	take	1	1	1	0	1	1	1	0	1
seja-o	be	0	1	0	0	0	0	1	0	1
perseguir-nos	follow	0	0	1	1	1	1	1	0	1
Europeu	have	1	1	1	0	0	1	1	0	1
minorias	group	0	0	0	1	1	0	1	0	1
deflagrou	break	0	0	-1	-1	1	1	1	0	1
contestados	challenge	0	1	-1	-1	1	1	1	-1	0
comunitárias	be	0	1	0	0	0	0	1	0	1
dificuldades	struggle	0	0	0	0	0	1	1	0	0
B5-325	title	0	1	1	1	1	0	1	0	1
erradicou	have	1	1	1	0	0	1	1	0	1
acalmar-se	down	0	0	0	0	0	0	1	0	0
estar-se-á	be	0	1	0	0	0	0	1	0	1
esclarecedor	enlighten	1	1	0	1	0	1	1	1	0
hegemonia	rule	1	1	1	1	1	1	1	0	1
anticoncepção	accord	1	0	0	1	0	1	1	0	1
prometer-me	promise	1	1	1	1	1	1	1	0	1
prevista	plan	1	1	1	1	1	1	1	0	1
banalidades	leave	0	0	0	0	0	0	1	-1	0
arrombarem	smash	0	-1	-1	-1	0	1	0	-1	0
opõe	oppose	0	0	-1	-1	0	1	1	0	-1
dominasse	dominate	1	0	1	0	1	1	1	0	1
