fr Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
consente	agree	0	0	0	0	1	1	1	0	1
non-vaccination	vaccinate	0	1	1	1	0	1	1	1	1
natures	be	0	1	0	0	0	0	1	0	1
qualifications	qualify	1	1	0	1	0	1	1	1	0
marchez	be	0	1	0	0	0	0	1	0	1
vingt-six	differ	1	0	0	0	1	1	1	0	0
créanciers	credit	1	0	1	1	1	1	1	1	1
détectives	carry	0	1	1	0	0	1	1	0	0
vivier	breed	-1	-1	0	1	0	0	0	0	0
Actuellement	present	1	1	1	1	1	1	1	0	1
remuant	lie	0	0	0	0	0	1	1	0	0
viviez	live	1	1	1	1	1	1	1	0	1
aimant	love	1	1	1	1	1	1	1	1	1
quoiqu'en	go	0	0	0	0	0	0	1	0	0
EBA	help	1	1	0	1	0	1	1	1	0
venant	come	0	1	0	0	0	0	1	0	0
corrigées	correct	0	0	0	1	0	1	1	0	0
resserrions	tighten	0	0	0	0	0	1	1	0	0
ALPC	arm	0	0	0	-1	0	1	0	-1	0
rétablirait	restore	1	1	1	1	0	1	1	1	1
aménagés	be	0	1	0	0	0	0	1	0	1
EBS	have	1	1	1	0	0	1	1	0	1
régiront	govern	1	1	1	1	1	1	1	0	1
plaque	mark	0	1	0	0	0	1	1	0	0
submergées	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
apurer	clear	0	1	1	1	1	1	1	0	1
trompée	mistake	0	0	-1	-1	-1	1	1	-1	-1
éviterai	avoid	-1	1	-1	0	1	-1	1	0	1
récurrence	recur	0	0	0	0	0	1	1	0	0
multilatéralisme	approach	0	1	1	0	1	1	1	0	1
nitrofène	found	1	1	1	1	1	1	1	1	1
rythmé	punctuate	1	1	1	1	1	1	1	0	1
lasse	tire	0	0	0	-1	0	1	0	-1	0
déchues	fall	0	0	0	-1	-1	0	1	0	-1
promets	promise	1	1	1	1	1	1	1	0	1
compréhensibilité	be	0	1	0	0	0	0	1	0	1
amusent	amuse	1	1	0	1	0	1	0	1	1
clarifient	clarify	0	1	1	1	1	1	1	0	1
contestés	dispute	0	0	-1	-1	-1	1	1	0	-1
controversés	dispute	0	0	-1	-1	-1	1	1	0	-1
Ewing	put	1	1	1	0	1	1	1	0	1
verbalement	word	0	1	0	0	0	0	1	0	0
nuances	point	0	0	0	0	1	0	1	0	0
optimalise	push	0	0	-1	-1	0	1	1	-1	0
sieste	sleep	0	1	0	0	1	1	1	0	1
controversée	dispute	0	0	-1	-1	-1	1	1	0	-1
contestée	dispute	0	0	-1	-1	-1	1	1	0	-1
malfaisante	excuse	0	0	0	0	0	0	1	0	1
has	have	1	1	1	0	0	1	1	0	1
leitmotivs	seek	1	1	1	1	1	1	1	0	1
métaphores	abound	0	0	1	0	1	1	1	0	1
revendiquerons	assert	0	1	1	1	0	1	1	0	1
falsifient	falsify	0	0	1	1	0	1	1	0	1
municipal	sit	0	0	0	0	0	0	0	0	0
anormaux	clear	0	1	1	1	1	1	1	0	1
disons	say	0	0	0	0	0	0	1	0	0
confection	clothe	0	-1	0	-1	0	1	0	1	1
traumatisme	experience	0	1	-1	0	-1	0	1	0	-1
entendions	hear	0	1	0	0	1	1	1	0	0
exceptionnellement	practice	0	0	1	1	0	0	1	0	0
indicative	guide	0	0	1	1	1	1	1	1	1
soumission	submit	0	0	1	1	0	1	1	0	0
shadow	shadow	0	0	0	0	0	1	1	0	0
dîner	dine	0	1	1	1	1	1	1	0	1
auditeurs	listen	0	1	1	1	0	0	1	0	1
accueillant	welcome	1	1	1	1	1	1	1	1	1
fournir	provide	1	1	1	1	1	1	1	0	1
fournis	provide	1	1	1	1	1	1	1	0	1
sous-groupe	group	0	0	0	1	1	0	1	0	1
froids	spell	0	0	0	1	1	-1	1	0	1
fournit	provide	1	1	1	1	1	1	1	0	1
imaginés	imagine	0	0	0	0	0	0	1	0	0
tentèrent	try	0	1	1	0	1	1	1	0	0
baskets	put	1	1	1	0	1	1	1	0	1
arbitre	act	0	0	0	0	0	0	1	0	0
thermiques	heat	0	0	0	1	0	0	-1	0	1
consignant	record	1	1	1	1	1	1	1	0	1
imaginée	devise	1	1	1	1	1	1	1	0	1
louches	impose	0	0	1	1	1	0	1	0	1
fanatisme	shoulder	0	0	0	0	0	1	1	0	1
fournie	provide	1	1	1	1	1	1	1	0	1
bouleversé	upset	0	0	-1	-1	0	1	1	-1	0
effusion	shed	0	1	0	0	0	1	1	0	0
expliquons	explain	1	1	0	1	0	1	1	0	1
repart	be	0	1	0	0	0	0	1	0	1
écrémé	skim	0	-1	0	0	0	1	1	0	1
hérésie	track	-1	1	-1	-1	1	1	1	-1	1
dévolus	make	0	0	0	1	0	0	1	0	0
théorie	word	0	1	0	0	0	0	1	0	0
nommerai	mention	0	1	0	0	0	1	1	0	0
protégé	protect	1	1	1	1	0	1	1	1	1
brusquerie	draw	0	0	1	1	1	1	0	0	0
Timor-oriental	blind	0	0	-1	-1	0	1	1	0	0
lassé	be	0	1	0	0	0	0	1	0	1
chantier	work	1	1	1	1	0	1	1	0	1
dévolue	give	0	1	1	0	0	0	1	0	1
endurées	endure	-1	1	-1	0	0	-1	1	0	-1
effarée	increase	1	1	0	1	0	1	1	0	1
lustrée	be	0	1	0	0	0	0	1	0	1
congolaises	arm	0	0	0	-1	0	1	0	-1	0
répugne	be	0	1	0	0	0	0	1	0	1
impulsée	emit	0	0	0	0	0	0	1	0	0
descendre	down	0	0	0	0	0	0	1	0	0
Watts	report	0	0	-1	1	0	0	1	0	-1
Calls	call	0	0	1	1	0	1	1	0	1
moraliser	make	0	0	0	1	0	0	1	0	0
enterrons	bury	1	1	0	0	-1	1	1	-1	-1
déplorerions	be	0	1	0	0	0	0	1	0	1
brigades	start	1	1	1	1	1	1	1	0	1
inquiet	concern	1	-1	0	-1	0	1	1	-1	0
défenseur	advocate	1	1	1	1	1	1	1	0	1
augmentaient	increase	1	1	0	1	0	1	1	0	1
minimales	set	0	0	1	1	1	1	1	0	1
lynchons	go	0	0	0	0	0	0	1	0	0
repérées	force	0	0	0	-1	0	1	0	-1	0
décourageront	discourage	0	0	-1	-1	0	1	1	-1	0
déconfiture	fail	0	0	-1	-1	-1	0	1	-1	-1
délivrerions	matter	0	0	0	-1	0	1	1	0	0
amendions	react	0	0	0	0	0	0	1	0	0
commanditaires	sponsor	1	1	1	1	1	1	1	0	1
infligeait	increase	1	1	0	1	0	1	1	0	1
référera	refer	1	1	1	1	0	1	1	1	1
préservée	preserve	1	1	1	1	0	1	1	0	1
verrouillées	lock	0	0	1	1	0	0	1	0	1
Europe-Afrique	deny	0	0	-1	-1	0	1	1	0	-1
ultra-périphériques	relate	0	1	1	1	0	1	1	0	1
infraction	breach	0	-1	0	-1	0	1	1	-1	0
dissocié	separate	0	0	0	-1	0	1	1	-1	0
améliorent	improve	1	1	1	1	0	1	1	0	1
préservés	preserve	1	1	1	1	0	1	1	0	1
émigrants	group	0	0	0	1	1	0	1	0	1
parlait	speak	1	1	1	1	1	1	1	0	1
étrange	surprise	1	1	1	1	1	0	1	0	1
mettront	put	1	1	1	0	1	1	1	0	1
torturant	torture	0	-1	0	-1	0	1	0	-1	0
mondiaux	market	0	0	0	1	1	1	1	0	1
comparés	compare	0	0	0	0	0	1	1	0	0
fûmes	be	0	1	0	0	0	0	1	0	1
délibère	deliberate	0	0	0	-1	0	1	1	0	0
conduisant	lead	0	1	1	1	1	0	1	0	1
altitude	level	0	1	1	1	1	0	1	0	1
rapatrie	repatriate	0	0	-1	-1	0	1	1	-1	1
baltes	knock	0	-1	-1	-1	0	1	0	-1	0
apporterez	make	0	0	0	1	0	0	1	0	0
conservées	retain	1	1	1	1	1	1	1	0	1
comparée	compare	0	0	0	0	0	1	1	0	0
eurogroupe	group	0	0	0	1	1	0	1	0	1
contrevenait	do	1	1	1	0	0	1	1	0	1
singulier	form	1	1	1	1	1	1	1	0	1
ressuscité	revive	1	1	1	1	1	1	1	1	1
aboutirions	end	0	1	0	0	1	0	1	0	0
Belka	fail	0	0	-1	-1	-1	0	1	-1	-1
normales	involve	0	0	0	0	1	1	1	0	0
reconnaisse	acknowledge	0	1	1	1	1	0	1	0	1
réutilisées	count	0	0	1	1	1	1	1	0	1
gagnerez	gain	1	1	1	1	1	1	1	0	1
congratulations	go	0	0	0	0	0	0	1	0	0
allégeance	lie	0	0	0	0	0	1	1	0	0
azo	be	0	1	0	0	0	0	1	0	1
Anastassopoulos	include	1	1	1	1	1	1	1	1	0
téléologique	relate	0	1	1	1	0	1	1	0	1
unilatéraliste	own	0	1	1	1	1	1	1	0	1
non-discrimination	ground	0	0	1	1	1	1	1	0	1
éloignant	move	0	0	0	1	0	1	1	0	0
complications	complicate	0	-1	0	-1	0	1	0	0	0
opérées	make	0	0	0	1	0	0	1	0	0
errer	wander	0	1	0	0	0	1	1	0	1
zéros	consider	1	1	1	1	1	1	1	0	1
Investissement	create	1	1	0	1	1	1	1	0	0
pareillement	consider	1	1	1	1	1	1	1	0	1
dues	cause	-1	-1	0	0	0	-1	0	0	0
affairaient	look	0	1	1	0	0	0	1	0	1
creuser	widen	0	0	0	0	1	0	1	0	0
creuses	empty	0	0	0	1	0	0	1	0	0
creuset	melt	0	-1	0	-1	0	0	-1	0	0
reprocheront	give	0	1	1	0	0	0	1	0	1
zélé	prompt	1	1	1	1	1	1	1	1	1
dissocie	distance	0	0	0	0	0	1	1	0	0
démasquer	expose	0	0	0	0	0	1	0	0	0
consentions	make	0	0	0	1	0	0	1	0	0
civilisée	call	0	0	1	1	0	1	1	0	1
insidieusement	claim	1	1	1	0	1	1	1	0	1
compterait	have	1	1	1	0	0	1	1	0	1
assiègent	besiege	0	0	-1	-1	0	1	0	-1	0
participerions	participate	1	1	1	1	1	1	1	0	1
main-d'œuvre	force	0	0	0	-1	0	1	0	-1	0
signification	mean	0	0	0	0	0	-1	0	0	0
effectuerons	carry	0	1	1	0	0	1	1	0	0
ECOFIN	meet	0	1	1	1	1	1	1	0	1
accidentelles	have	1	1	1	0	0	1	1	0	1
effectueront	carry	0	1	1	0	0	1	1	0	0
effusions	run	0	1	1	1	1	1	1	0	1
rapatrié	repatriate	0	0	-1	-1	0	1	1	-1	1
comportent	behave	0	1	0	0	0	1	1	0	1
élaborera	draw	0	0	1	1	1	1	0	0	0
saisira	take	1	1	1	0	1	1	1	0	1
rattrapper	catch	0	1	0	0	1	1	1	0	1
rebours	reverse	0	0	-1	0	0	1	1	0	0
roll	roll	0	0	1	0	0	0	1	0	1
Praet	appoint	1	1	1	1	1	1	1	1	1
diététiques	own	0	1	1	1	1	1	1	0	1
E	word	0	1	0	0	0	0	1	0	0
foyers	spot	0	1	0	-1	1	1	1	-1	1
sidérurgie	iron	0	0	0	-1	0	1	-1	0	0
disposés	prepare	1	1	1	1	1	1	1	1	1
palme	prize	1	1	1	1	1	1	1	0	1
longueur	time	0	0	1	0	1	0	1	0	1
ouï-dire	be	0	1	0	0	0	0	1	0	1
réglementaire	rule	1	1	1	1	1	1	1	0	1
évoquais	mention	0	1	0	0	0	1	1	0	0
craintive	react	0	0	0	0	0	0	1	0	0
Idi	be	0	1	0	0	0	0	1	0	1
variable	vary	0	0	1	0	1	0	1	0	0
viendrez	come	0	1	0	0	0	0	1	0	0
camisoles	seem	0	0	0	0	0	-1	0	0	0
explosions	bomb	0	-1	0	-1	0	1	1	-1	0
source	cause	-1	-1	0	0	0	-1	0	0	0
débloquées	make	0	0	0	1	0	0	1	0	0
affrontaient	be	0	1	0	0	0	0	1	0	1
Persique	point	0	0	0	0	1	0	1	0	0
excuserez	excuse	0	0	0	0	0	0	1	0	1
désabusés	lead	0	1	1	1	1	0	1	0	1
depuis	be	0	1	0	0	0	0	1	0	1
faisait	be	0	1	0	0	0	0	1	0	1
corps	force	0	0	0	-1	0	1	0	-1	0
faisais	do	1	1	1	0	0	1	1	0	1
massivement	scale	0	0	0	0	0	0	1	0	0
machination	plot	0	0	0	-1	0	1	1	0	0
entêtant	persist	0	0	0	0	0	1	1	0	1
dissimulations	cover	0	0	0	1	1	1	1	0	0
accélération	speed	1	1	0	1	0	1	1	0	0
bailleurs	sponsor	1	1	1	1	1	1	1	0	1
coude	shoulder	0	0	0	0	0	1	1	0	1
bandits	resume	1	1	1	1	1	1	1	0	1
expérimentaux	experiment	0	0	0	0	1	1	1	0	0
Färm	have	1	1	1	0	0	1	1	0	1
chair	down	0	0	0	0	0	0	1	0	0
collectiviste	do	1	1	1	0	0	1	1	0	1
étape	step	1	1	1	1	1	0	1	0	1
comparera	compare	0	0	0	0	0	1	1	0	0
ballet	dance	0	1	1	1	1	1	1	0	1
amplification	increase	1	1	0	1	0	1	1	0	1
dérober	evade	-1	0	-1	-1	1	-1	1	-1	1
balles	shoot	0	0	0	-1	0	-1	1	-1	0
perquisitionner	raid	0	0	-1	-1	1	1	1	-1	1
emballage	package	0	0	0	1	1	0	1	0	1
crible	screen	0	0	0	0	0	1	1	0	1
truquer	rig	0	0	0	-1	1	1	0	0	1
cassé	break	0	0	-1	-1	1	1	1	0	1
roulent	drive	1	1	0	1	0	1	1	0	1
insulaire	live	1	1	1	1	1	1	1	0	1
réitère	reiterate	0	1	0	1	1	1	1	0	0
conquête	conquer	0	0	0	-1	1	1	1	-1	1
gardée	preserve	1	1	1	1	0	1	1	0	1
mobilise	be	0	1	0	0	0	0	1	0	1
déroulait	go	0	0	0	0	0	0	1	0	0
consolidé	consolidate	1	0	0	1	1	1	1	0	1
exact	correct	0	0	0	1	0	1	1	0	0
minute	time	0	0	1	0	1	0	1	0	1
dégonflement	adopt	1	1	1	1	1	1	1	0	1
brièveté	time	0	0	1	0	1	0	1	0	1
circuler	move	0	0	0	1	0	1	1	0	0
frappons	knock	0	-1	-1	-1	0	1	0	-1	0
influé	influence	0	0	0	0	0	1	1	0	0
conserverai	take	1	1	1	0	1	1	1	0	1
triompherons	overcome	0	1	-1	0	1	0	1	0	1
rasséréner	reassure	1	1	1	1	0	1	1	1	1
commentaire	comment	0	0	0	0	0	1	1	0	1
autoriserions	be	0	1	0	0	0	0	1	0	1
habillage	dress	1	1	1	1	1	1	1	0	1
Silvio	like	1	1	1	1	0	1	1	1	1
B5-321	like	1	1	1	1	0	1	1	1	1
M.	have	1	1	1	0	0	1	1	0	1
B5-325	regard	1	1	1	1	1	1	1	1	1
caniculaire	cope	0	1	0	0	1	1	1	0	1
osé	dare	1	1	1	0	1	1	1	0	1
M3	lead	0	1	1	1	1	0	1	0	1
bovin	herd	0	0	1	1	0	1	1	0	1
préservatif	solve	0	1	0	0	1	0	1	0	1
autorités	power	1	0	0	0	0	0	1	0	1
lèvera	lift	0	0	1	1	0	1	1	0	1
Chefs	head	1	0	1	1	1	1	1	0	1
syndiquer	trade	0	1	1	1	1	1	1	0	1
omettrai	be	0	1	0	0	0	0	1	0	1
paradoxes	occur	1	1	0	1	0	1	0	1	0
casse	scrap	0	0	-1	-1	-1	0	1	0	-1
grouillant	surround	0	0	-1	0	1	1	1	0	1
ground	grind	0	0	0	-1	0	0	1	0	1
ridiculiserait	make	0	0	0	1	0	0	1	0	0
performant	function	0	1	0	1	1	1	1	0	0
soudoyés	bribe	0	0	1	1	1	1	1	-1	1
rationalité	sense	0	0	0	0	1	0	1	0	0
manifesteraient	demonstrate	0	0	1	1	0	1	1	0	1
remanier	overhaul	0	1	0	1	1	1	1	0	1
libéraux	group	0	0	0	1	1	0	1	0	1
survivantes	survive	-1	1	-1	0	1	-1	1	0	1
consolide	consolidate	1	0	0	1	1	1	1	0	1
charte	charter	1	1	1	1	1	1	1	1	1
transmet	pass	0	1	0	0	0	1	1	0	0
annales	record	1	1	1	1	1	1	1	0	1
mobilisé	be	0	1	0	0	0	0	1	0	1
testings	refuse	0	0	-1	-1	0	1	1	-1	0
poliment	put	1	1	1	0	1	1	1	0	1
influe	affect	1	0	0	0	0	1	1	0	0
indifférence	disregard	0	-1	-1	-1	-1	1	1	0	-1
inconvénients	cost	0	-1	0	0	0	0	1	-1	0
cette	present	1	1	1	1	1	1	1	0	1
sigles	top	0	0	1	0	1	1	1	0	1
avaient	have	1	1	1	0	0	1	1	0	1
queue	last	0	0	0	0	0	-1	-1	0	0
MT	thank	1	1	1	1	1	1	1	1	1
MW	generate	0	0	1	1	1	1	1	0	1
transférables	transfer	0	0	0	0	0	1	1	0	0
caractérisait	have	1	1	1	0	0	1	1	0	1
ânes	reply	0	0	0	0	0	1	1	0	0
zaïroise	lie	0	0	0	0	0	1	1	0	0
instar	like	1	1	1	1	0	1	1	1	1
subordonnant	make	0	0	0	1	0	0	1	0	0
autorisaient	allow	1	1	1	1	0	1	1	1	1
écœurement	disgust	0	-1	0	-1	0	1	1	-1	1
dumdum	go	0	0	0	0	0	0	1	0	0
COM(97)0619	intervene	0	0	0	-1	0	1	1	0	1
connaissiez	be	0	1	0	0	0	0	1	0	1
13,9	compare	0	0	0	0	0	1	1	0	0
diminué	fall	0	0	0	-1	-1	0	1	0	-1
sociologue	put	1	1	1	0	1	1	1	0	1
prodiguer	give	0	1	1	0	0	0	1	0	1
opposer	oppose	0	0	-1	-1	0	1	1	0	-1
working	work	1	1	1	1	0	1	1	0	1
sommaire	brief	0	0	1	1	1	1	1	0	1
alimentaire	feed	1	1	1	1	0	1	1	1	1
opposez	be	0	1	0	0	0	0	1	0	1
thèse	view	0	0	0	1	0	1	1	0	0
chiffrée	figure	0	0	0	0	0	0	0	0	0
assailli	beset	0	0	-1	0	0	0	1	-1	0
fomentées	provide	1	1	1	1	1	1	1	0	1
chiffrés	figure	0	0	0	0	0	0	0	0	0
précisant	specify	0	0	0	1	0	1	1	0	1
signalés	report	0	0	-1	1	0	0	1	0	-1
assaille	increase	1	1	0	1	0	1	1	0	1
théoriquement	suppose	0	0	0	0	1	0	1	0	0
Ostende	fly	0	1	1	0	0	0	1	0	1
volonté	desire	1	1	1	1	0	1	1	1	1
varient	vary	0	0	1	0	1	0	1	0	0
salaire	wage	0	1	1	1	1	1	1	0	1
assimilation	equal	1	1	0	1	0	1	1	0	1
mauritanien	control	1	0	1	0	1	1	1	0	1
post-marché	back	1	1	1	1	1	1	1	1	1
consoler	console	0	0	0	1	1	1	1	0	1
retenons	be	0	1	0	0	0	0	1	0	1
plaçons	have	1	1	1	0	0	1	1	0	1
nordaméricaine	deal	0	0	0	0	0	0	0	0	0
juste	correct	0	0	0	1	0	1	1	0	0
ladite	say	0	0	0	0	0	0	1	0	0
Pays	own	0	1	1	1	1	1	1	0	1
écoutés	listen	0	1	1	1	0	0	1	0	1
favorables	support	1	1	1	1	0	1	1	1	1
mangé	eat	0	1	1	-1	1	1	1	0	1
rangement	have	1	1	1	0	0	1	1	0	1
Maliaque	carry	0	1	1	0	0	1	1	0	0
Quant	process	0	0	1	1	1	1	1	0	0
ruineuse	grip	0	0	0	0	0	1	1	0	0
écoutée	listen	0	1	1	1	0	0	1	0	1
nettoyer	clean	0	1	1	1	0	0	1	0	1
démarrent	start	1	1	1	1	1	1	1	0	1
académie	grip	0	0	0	0	0	1	1	0	0
érigée	build	1	1	1	1	1	1	1	0	1
reprendrai	take	1	1	1	0	1	1	1	0	1
douane	import	0	0	0	1	1	1	1	0	1
coordonner	coordinate	0	0	0	1	0	-1	0	0	0
pourchassées	hunt	0	1	1	1	1	1	1	-1	1
détruisait	destroy	0	-1	-1	-1	0	1	0	-1	0
rivage	shore	0	1	1	1	1	1	1	0	1
admirer	admire	1	1	1	1	1	1	1	1	1
week-end	last	0	0	0	0	0	-1	-1	0	0
coordonnez	coordinate	0	0	0	1	0	-1	0	0	0
érigés	set	0	0	1	1	1	1	1	0	1
fosses	mass	0	0	0	1	0	0	1	0	0
Hume	have	1	1	1	0	0	1	1	0	1
actionnariat	share	1	1	1	0	1	1	1	0	1
grippés	do	1	1	1	0	0	1	1	0	1
essouffler	run	0	1	1	1	1	1	1	0	1
camion	truck	0	0	0	0	1	0	1	0	0
concrétiserait	like	1	1	1	1	0	1	1	1	1
Skinner	shop	0	0	1	0	1	1	1	0	1
Ancienne	state	0	1	1	1	0	1	1	0	0
Printemps	represent	0	1	0	1	0	1	1	0	0
Bahreïn	write	1	1	1	1	1	1	1	0	1
interpiliers	require	0	1	1	0	1	1	1	0	0
traduis	translate	0	1	0	1	1	0	1	0	1
restitutions	export	0	0	1	0	1	1	1	0	1
traduit	translate	0	1	0	1	1	0	1	0	1
lumineuse	shine	1	1	1	1	1	1	1	0	1
gommée	do	1	1	1	0	0	1	1	0	1
parkings	park	0	0	0	0	0	1	1	0	1
quoiqu'il	be	0	1	0	0	0	0	1	0	1
décembre	last	0	0	0	0	0	-1	-1	0	0
ignorera	ignore	0	-1	-1	-1	0	1	0	-1	0
sainement	sound	1	0	0	1	0	1	0	0	0
Corporate	further	1	1	1	1	0	1	1	0	1
indiqueraient	indicate	0	0	0	1	0	1	1	0	0
commettant	commit	-1	-1	0	0	-1	0	1	0	-1
jurer	swear	0	0	0	0	0	1	1	0	0
endormi	sleep	0	1	0	0	1	1	1	0	1
coupures	cut	0	0	0	-1	0	0	1	0	0
pornographiques	photograph	0	1	0	0	0	1	1	0	1
maquiller	disguise	0	0	-1	0	0	0	1	0	1
subdivisions	zone	0	0	0	0	0	0	1	0	0
normaux	grant	0	0	1	1	0	1	1	0	1
mange	eat	0	1	1	-1	1	1	1	0	1
critiquées	be	0	1	0	0	0	0	1	0	1
déposées	submit	0	0	1	1	0	1	1	0	0
IGAD	talk	0	0	0	0	0	1	1	0	0
servons	serve	1	1	1	1	1	1	1	0	1
suprême	override	0	0	0	-1	0	1	1	0	0
restreindraient	restrict	0	0	-1	-1	0	1	1	0	1
Bowis	say	0	0	0	0	0	0	1	0	0
désavantagé	put	1	1	1	0	1	1	1	0	1
agissait	be	0	1	0	0	0	0	1	0	1
pieds	trample	0	-1	0	-1	0	1	0	-1	0
gommés	be	0	1	0	0	0	0	1	0	1
redeviendront	become	0	0	0	0	0	0	1	0	0
désireuses	want	1	0	1	0	0	1	1	0	1
Posselt	say	0	0	0	0	0	0	1	0	0
reconstitués	replenish	0	0	0	0	1	1	1	0	1
flottements	waver	0	-1	0	-1	0	1	1	0	1
immatriculation	register	1	0	1	0	1	1	1	0	0
démontrerait	demonstrate	0	0	1	1	0	1	1	0	1
assassinés	murder	0	-1	-1	-1	-1	1	0	-1	-1
troubles	trouble	0	-1	0	-1	0	1	0	-1	0
troubler	confuse	0	0	0	-1	0	1	1	-1	0
réduiront	reduce	0	0	0	-1	1	1	1	-1	0
reconstituée	reconstitute	0	1	1	1	1	1	1	0	1
réformisme	head	1	0	1	1	1	1	1	0	1
réduirons	reduce	0	0	0	-1	1	1	1	-1	0
suspension	suspend	0	0	-1	-1	0	0	1	0	-1
infligera	impose	0	0	1	1	1	0	1	0	1
Veil	report	0	0	-1	1	0	0	1	0	-1
refinancent	finance	1	1	1	1	1	1	1	0	1
assassinée	murder	0	-1	-1	-1	-1	1	0	-1	-1
non-divulgation	desire	1	1	1	1	0	1	1	1	1
circonstanciés	detail	0	0	0	1	0	0	1	0	0
sortez	come	0	1	0	0	0	0	1	0	0
crédits	credit	1	0	1	1	1	1	1	1	1
sortes	sort	0	0	0	1	0	1	1	0	0
répèteront	increase	1	1	0	1	0	1	1	0	1
circonstanciée	detail	0	0	0	1	0	0	1	0	0
canonner	be	0	1	0	0	0	0	1	0	1
tentaculaires	sprawl	0	0	0	-1	0	1	-1	0	0
organisons	be	0	1	0	0	0	0	1	0	1
pendra	advance	0	1	1	1	1	0	1	0	1
dévastées	devastate	1	-1	0	-1	0	1	-1	-1	0
pendre	hang	0	0	0	1	0	1	1	0	0
dogmatiques	regard	1	1	1	1	1	1	1	1	1
gardés	keep	1	1	1	0	1	1	1	1	1
Coveney	work	1	1	1	1	0	1	1	0	1
Lesotho	include	1	1	1	1	1	1	1	1	0
superbement	ignore	0	-1	-1	-1	0	1	0	-1	0
rattrapent	catch	0	1	0	0	1	1	1	0	1
pacage	graze	0	-1	1	0	0	1	1	0	1
prophylaxie	outline	1	1	1	1	1	1	1	0	1
quartet	intend	0	0	0	1	0	1	1	0	1
prisme	point	0	0	0	0	1	0	1	0	0
salade	say	0	0	0	0	0	0	1	0	0
persecutionis	bring	0	0	1	1	0	0	1	0	0
Live	be	0	1	0	0	0	0	1	0	1
abstraction	disregard	0	-1	-1	-1	-1	1	1	0	-1
sponsor	sponsor	1	1	1	1	1	1	1	0	1
Soltwedel-Schäfer	do	1	1	1	0	0	1	1	0	1
trajectoire	route	0	0	0	0	0	1	1	0	0
instances	level	0	1	1	1	1	0	1	0	1
désavantage	put	1	1	1	0	1	1	1	0	1
rayant	strike	1	1	0	0	0	1	1	0	0
subtils	fine	0	1	1	1	1	1	1	1	1
adjudicatrice	contract	-1	0	-1	0	-1	-1	1	0	-1
endosserait	shoulder	0	0	0	0	0	1	1	0	1
assuraient	assure	1	1	1	1	1	1	1	1	1
internes	own	0	1	1	1	1	1	1	0	1
subtile	fine	0	1	1	1	1	1	1	1	1
internet	net	0	0	1	0	0	1	1	0	1
dictionnaire	be	0	1	0	0	0	0	1	0	1
sédatif	stiffen	0	0	0	-1	0	1	0	0	0
tranchent	decide	1	1	1	1	0	1	1	0	1
nettes	net	0	0	1	0	0	1	1	0	1
rapatriements	return	0	0	0	0	0	1	1	0	0
XXème	have	1	1	1	0	0	1	1	0	1
garantissait	guarantee	1	1	1	1	1	1	1	1	1
bloquerons	obstruct	0	0	-1	-1	0	1	0	0	0
touchent	affect	1	0	0	0	0	1	1	0	0
bloqueront	block	0	0	-1	-1	0	1	1	0	-1
éloignerait	distance	0	0	0	0	0	1	1	0	0
crédité	credit	1	0	1	1	1	1	1	1	1
emblée	start	1	1	1	1	1	1	1	0	1
rajouter	add	1	1	1	1	1	0	1	0	1
repliées	play	1	1	1	1	1	1	1	0	1
génotypes	go	0	0	0	0	0	0	1	0	0
répétée	repeat	0	1	0	1	0	1	1	0	0
colporté	peddle	0	0	1	1	1	1	1	0	1
instabilité	lack	0	0	0	0	-1	1	1	0	-1
atteignions	achieve	1	1	1	1	1	1	1	0	1
femelles	age	0	0	0	-1	0	1	1	0	0
Elbe	have	1	1	1	0	0	1	1	0	1
inhérents	involve	0	0	0	0	1	1	1	0	0
protéger	protect	1	1	1	1	0	1	1	1	1
Estévez	say	0	0	0	0	0	0	1	0	0
accélérations	avoid	-1	1	-1	0	1	-1	1	0	1
protégez	protect	1	1	1	1	0	1	1	1	1
inquiètent	concern	1	-1	0	-1	0	1	1	-1	0
spécifique	separate	0	0	0	-1	0	1	1	-1	0
irradiation	protect	1	1	1	1	0	1	1	1	1
priorités	top	0	0	1	0	1	1	1	0	1
tableaux	picture	0	0	0	0	0	1	1	0	0
banderoles	carry	0	1	1	0	0	1	1	0	0
décapités	behead	0	-1	-1	-1	0	1	0	-1	1
décliné	decline	0	0	-1	-1	0	1	1	0	0
farouchement	fight	-1	0	-1	-1	0	0	1	0	-1
demanderez	ask	0	0	0	0	1	1	1	0	0
ont	have	1	1	1	0	0	1	1	0	1
tourmenté	be	0	1	0	0	0	0	1	0	1
cotés	be	0	1	0	0	0	0	1	0	1
chiliens	own	0	1	1	1	1	1	1	0	1
Kacin	route	0	0	0	0	0	1	1	0	0
69.	report	0	0	-1	1	0	0	1	0	-1
cotée	list	0	0	0	1	0	0	1	0	1
peut-être	be	0	1	0	0	0	0	1	0	1
types	form	1	1	1	1	1	1	1	0	1
magnifique	fine	0	1	1	1	1	1	1	1	1
homme-femme	group	0	0	0	1	1	0	1	0	1
eurosceptiques	hand	1	1	0	1	1	1	1	0	1
protestations	protest	1	0	1	1	0	1	1	0	1
supporterait	support	1	1	1	1	0	1	1	1	1
hippiques	enjoy	1	1	1	1	1	1	1	1	1
