de Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
wahrnimmt	exercise	1	1	1	1	1	1	1	0	1
zusammentun	force	0	0	0	-1	0	1	0	-1	0
beizuwohnen	attend	1	1	1	1	1	1	1	0	1
abgaben	claim	1	1	1	0	1	1	1	0	1
Verhindern	prevent	0	0	0	-1	0	1	1	-1	0
macht	make	0	0	0	1	0	0	1	0	0
Rassen	race	0	0	0	0	1	1	1	0	1
bündeln	pool	0	0	0	0	1	1	1	0	1
mache	be	0	1	0	0	0	0	1	0	1
auszuhungern	starve	0	-1	-1	-1	0	1	0	-1	1
bündelt	combine	1	1	1	1	1	1	1	0	1
schweigt	silence	0	-1	-1	-1	0	1	0	-1	0
vervollständigt	complete	1	1	1	1	1	1	1	0	1
eingeholten	collect	1	1	1	1	1	1	1	0	1
Güterzüge	train	1	1	1	1	1	1	1	1	1
engagierte	commit	-1	-1	0	0	-1	0	1	0	-1
geachtet	respect	1	1	1	1	0	1	1	1	1
geflossen	go	0	0	0	0	0	0	1	0	0
anzustrengen	court	1	1	1	1	1	1	1	1	1
Reglementierung	regulate	0	0	0	0	1	1	1	0	1
Wörter	word	0	1	0	0	0	0	1	0	0
Emissionszertifikaten	trade	0	1	1	1	1	1	1	0	1
Vorjahren	precede	0	0	0	1	0	1	1	0	0
Unterpunkt	head	1	0	1	1	1	1	1	0	1
Hausaufgaben	house	1	1	0	1	1	1	1	1	1
gleichlautende	correspond	0	0	0	0	0	1	1	0	0
gewachsene	increase	1	1	0	1	0	1	1	0	1
Mitte	welcome	1	1	1	1	1	1	1	1	1
Bürokratiekosten	tape	0	0	0	0	0	1	1	0	0
Schiffstypen	ship	1	0	1	1	0	1	1	0	1
Tag	show	1	1	1	0	1	0	1	0	0
weitertragen	export	0	0	1	0	1	1	1	0	1
heißen	welcome	1	1	1	1	1	1	1	1	1
aufbewahrt	keep	1	1	1	0	1	1	1	1	1
Verbund	group	0	0	0	1	1	0	1	0	1
Antragsteller	request	0	0	1	0	1	1	1	0	1
Luftverschmutzung	air	0	0	0	-1	0	1	0	0	0
Umtauschgebühren	commission	1	1	1	1	1	1	1	1	1
Vorgangsweise	approach	0	1	1	0	1	1	1	0	1
verläßliche	sound	1	0	0	1	0	1	0	0	0
umreißen	outline	1	1	1	1	1	1	1	0	1
Kompetenzübertragung	transfer	0	0	0	0	0	1	1	0	0
Häftlinge	arrest	0	0	-1	-1	1	1	1	-1	1
kostengünstigere	lower	-1	1	1	0	0	1	1	0	1
gehörende	belong	1	0	1	1	1	1	1	0	0
Beschleunigung	speed	1	1	0	1	0	1	1	0	0
geschälte	peel	0	0	0	0	1	1	1	0	1
Chefs	head	1	0	1	1	1	1	1	0	1
Inhalten	file	0	1	0	0	0	1	1	0	0
Rettungsschirme	rescue	1	1	1	1	1	1	1	1	1
Benennung	appoint	1	1	1	1	1	1	1	1	1
gewahrt	respect	1	1	1	1	0	1	1	1	1
Fraktion	group	0	0	0	1	1	0	1	0	1
Gesprächskanäle	channel	0	0	0	0	0	0	1	0	0
Produktionszweige	manufacture	1	1	1	1	1	1	1	0	1
Ansatzes	approach	0	1	1	0	1	1	1	0	1
Fangbeschränkungen	catch	0	1	0	0	1	1	1	0	1
Direktverkauf	direct	0	0	1	1	0	1	1	0	1
Umrisse	outline	1	1	1	1	1	1	1	0	1
Sitzplatz	seat	1	1	1	1	0	1	1	1	0
Kettenglied	link	1	1	1	1	1	1	1	0	0
Gewalten	power	1	0	0	0	0	0	1	0	1
Daten	figure	0	0	0	0	0	0	0	0	0
Wegbereiter	pave	1	1	0	1	1	0	1	0	0
verwundern	surprise	1	1	1	1	1	0	1	0	1
abends	be	0	1	0	0	0	0	1	0	1
Fachleuten	drain	0	0	0	0	1	1	1	0	0
blühende	flourish	1	1	0	1	1	1	1	0	1
Gesamtmenge	total	0	0	0	0	0	1	1	0	0
Ursprungs	plant	1	1	1	1	1	1	1	0	1
vorgeschrieben	prescribe	1	1	1	1	1	1	1	0	1
aufgefaßt	see	1	1	1	1	1	1	1	0	1
Auswirkung	affect	1	0	0	0	0	1	1	0	0
verwundert	surprise	1	1	1	1	1	0	1	0	1
bestimme	mention	0	1	0	0	0	1	1	0	0
Grenzfrage	border	0	0	0	0	0	0	0	0	0
vorgebeugt	prevent	0	0	0	-1	0	1	1	-1	0
gekümmert	look	0	1	1	0	0	0	1	0	1
bestimmt	determine	0	0	0	0	0	0	1	0	1
Felde	wage	0	1	1	1	1	1	1	0	1
Konfliktzonen	zone	0	0	0	0	0	0	1	0	0
working	work	1	1	1	1	0	1	1	0	1
zusammenhängen	relate	0	1	1	1	0	1	1	0	1
Ermittlungen	investigate	0	1	0	0	1	1	1	0	0
Verordnungen	rule	1	1	1	1	1	1	1	0	1
Telefonat	telephone	1	1	1	1	1	1	1	1	1
effektiv	take	1	1	1	0	1	1	1	0	1
Preisverfall	fall	0	0	0	-1	-1	0	1	0	-1
ausschlaggebende	decide	1	1	1	1	0	1	1	0	1
verpaßte	miss	1	1	0	0	-1	1	1	0	-1
Rechtsstaatlichkeit	rule	1	1	1	1	1	1	1	0	1
Zentrum	focus	1	1	1	1	0	1	1	0	1
Waffenausfuhr	arm	0	0	0	-1	0	1	0	-1	0
Pilotprogramme	pilot	0	1	0	1	1	1	1	0	1
anfassen	touch	1	0	1	0	0	1	1	0	1
Rückgänge	fall	0	0	0	-1	-1	0	1	0	-1
wünschenswert	hope	1	1	1	1	0	0	1	0	1
Marktgleichgewicht	balance	0	1	1	1	0	1	1	0	1
auszusprechen	express	-1	0	0	0	1	0	1	0	0
verschärfende	grow	1	1	1	1	1	1	1	0	1
Finanzierungs-	finance	1	1	1	1	1	1	1	0	1
Aktionsprogramm	gratify	0	1	0	1	0	1	1	1	1
bist	drink	0	0	1	0	1	0	1	0	1
vorbeigehen	ignore	0	-1	-1	-1	0	1	0	-1	0
angestiegenen	increase	1	1	0	1	0	1	1	0	1
heimgesucht	hit	0	-1	-1	-1	0	1	0	-1	0
übereinstimmten	agree	0	0	0	0	1	1	1	0	1
Hilfsleistungen	aid	1	1	1	1	0	1	1	1	1
Globalisierungsprozesse	process	0	0	1	1	1	1	1	0	0
Verteidigungspolitik	dine	0	1	1	1	1	1	1	0	1
lockt	lure	0	0	0	0	1	1	0	0	0
Zugsicherungssysteme	train	1	1	1	1	1	1	1	1	1
fliege	fly	0	1	1	0	0	0	1	0	1
fischereilichen	pressure	0	0	0	-1	0	0	1	-1	0
Besuchergruppe	visit	1	1	1	1	1	1	1	1	1
größte	major	0	1	0	0	1	1	1	0	1
Liberalisierungswelle	wave	0	0	0	1	0	1	1	0	0
EU-Gewässern	water	0	-1	0	-1	0	1	1	0	1
Notfall	resort	0	0	1	0	0	1	1	0	1
gesellen	photograph	0	1	0	0	0	1	1	0	1
einbezogen	involve	0	0	0	0	1	1	1	0	0
erschwinglichen	price	0	0	1	1	1	0	1	0	1
Drain	drain	0	0	0	0	1	1	1	0	0
EU-Fonds	fund	1	1	1	1	1	1	1	0	1
daraus	result	0	0	0	0	1	0	1	0	0
Kräfte	force	0	0	0	-1	0	1	0	-1	0
auszudrücken	express	-1	0	0	0	1	0	1	0	0
hineinreicht	extend	0	1	1	1	1	1	1	0	1
transportieren	transport	0	1	0	1	1	1	1	0	0
verhören	interrogate	0	0	0	-1	0	1	1	-1	1
spannend	excite	0	0	0	-1	0	1	0	-1	0
zugeben	admit	0	0	0	1	0	1	1	0	0
abschließenden	conclude	1	1	1	1	0	1	1	0	1
Berichterstatter	report	0	0	-1	1	0	0	1	0	-1
abschließendes	word	0	1	0	0	0	0	1	0	0
verderben	spoil	0	-1	0	-1	-1	1	0	-1	-1
unbegründet	reason	0	0	0	0	0	0	1	0	1
betrügen	cheat	0	-1	0	-1	0	1	1	-1	1
ausfiel	fall	0	0	0	-1	-1	0	1	0	-1
anhängigen	pend	0	0	0	1	0	1	1	0	1
Wetter	weather	0	1	0	0	0	1	1	0	1
eingestufte	classify	0	0	0	1	0	1	1	0	0
Vetorechts	veto	0	0	-1	-1	1	1	1	-1	1
Zuhörer	listen	0	1	1	1	0	0	1	0	1
Vetorechte	veto	0	0	-1	-1	1	1	1	-1	1
Zuhören	listen	0	1	1	1	0	0	1	0	1
Wetten	bet	0	0	1	0	1	1	1	0	1
bescheiden	moderate	1	0	0	1	0	1	1	0	0
vertrauensvolle	trust	1	1	1	1	1	1	1	1	1
Länge	prolong	0	1	0	-1	0	1	1	0	0
Docks	dock	0	0	0	1	1	1	0	0	0
vertritt	represent	0	1	0	1	0	1	1	0	0
ursprünglich	originate	0	0	0	0	1	1	1	0	1
dermaßen	disturb	1	-1	0	-1	0	1	0	-1	0
Entschließungsentwurf	draft	1	1	1	1	1	1	1	0	1
Nichtnutzung	lose	0	0	0	-1	-1	1	1	0	-1
Deutsche	assume	0	0	0	1	1	0	1	0	0
registrierte	register	1	0	1	0	1	1	1	0	0
Verkehrssituation	transport	0	1	0	1	1	1	1	0	0
weiterverarbeitet	process	0	0	1	1	1	1	1	0	0
anfänglichen	start	1	1	1	1	1	1	1	0	1
Einwanderungskanäle	channel	0	0	0	0	0	0	1	0	0
bemerkten	say	0	0	0	0	0	0	1	0	0
vielversprechender	promise	1	1	1	1	1	1	1	0	1
vielversprechendes	promise	1	1	1	1	1	1	1	0	1
unterordnet	bend	0	0	0	-1	0	1	1	0	0
Erkennen	identify	0	0	-1	0	0	1	1	0	0
Kleider	clothe	0	-1	0	-1	0	1	0	1	1
unterordnen	submit	0	0	1	1	0	1	1	0	0
durchsetzen	enforce	0	0	1	1	0	1	1	0	1
kursieren	circulate	0	0	1	1	1	1	1	0	1
Abfallvermeidung	waste	0	-1	0	-1	-1	1	1	0	-1
zurückliegenden	last	0	0	0	0	0	-1	-1	0	0
hochentwickelten	develop	0	1	0	1	0	0	1	0	0
taucht	come	0	1	0	0	0	0	1	0	0
Verharmlosung	down	0	0	0	0	0	0	1	0	0
erstickende	suffocate	0	-1	-1	-1	0	1	0	-1	0
ernannt	appoint	1	1	1	1	1	1	1	1	1
Veröffentlichung	publish	1	1	1	1	1	1	1	0	1
Durchschnittseuropäer	average	0	1	0	0	0	1	1	0	1
verzeihe	forgive	1	1	1	1	1	1	1	1	1
einschlafen	sleep	0	1	0	0	1	1	1	0	1
Binnenhandels	trade	0	1	1	1	1	1	1	0	1
Zulassungsverfahren	license	0	1	1	1	1	1	1	0	1
Kapitalmärkte	market	0	0	0	1	1	1	1	0	1
interner	base	0	1	1	1	1	1	1	0	1
Rundfunk	broadcast	0	0	0	1	1	1	1	0	1
Transfers	transfer	0	0	0	0	0	1	1	0	0
Kapitel	head	1	0	1	1	1	1	1	0	1
Tarifverträgen	wage	0	1	1	1	1	1	1	0	1
dringlichst	urge	1	1	1	1	0	1	1	1	1
Vergünstigungen	benefit	1	1	0	1	1	1	1	1	1
erniedrigenden	degrade	0	-1	0	-1	0	1	-1	-1	0
Verfechter	advocate	1	1	1	1	1	1	1	0	1
restrukturieren	restructure	1	1	0	1	1	1	1	0	1
Alarmglocken	alarm	0	0	0	-1	0	1	1	-1	0
erniedrigender	degrade	0	-1	0	-1	0	1	-1	-1	0
beabsichtigte	intend	0	0	0	1	0	1	1	0	1
Etikettenschwindel	label	0	0	0	0	0	1	0	0	0
Joch	control	1	0	1	0	1	1	1	0	1
einsetze	argue	0	0	1	1	0	1	1	0	0
Überbrückung	bridge	0	0	0	1	0	1	1	0	1
einsetzt	commit	-1	-1	0	0	-1	0	1	0	-1
geleugnet	deny	0	0	-1	-1	0	1	1	0	-1
integrierten	integrate	1	0	0	1	1	1	1	0	0
Zustandekommen	reach	0	1	0	0	0	1	1	0	0
Initiierung	initiate	1	1	1	1	1	1	1	0	1
leitete	lead	0	1	1	1	1	0	1	0	1
one	couple	0	0	0	1	0	0	1	0	0
eingebrachten	propose	0	1	1	1	0	0	1	0	1
völlig	complete	1	1	1	1	1	1	1	0	1
einbehalten	retain	1	1	1	1	1	1	1	0	1
kriegt	ignore	0	-1	-1	-1	0	1	0	-1	0
Testlauf	test	0	1	1	0	1	1	1	0	1
Wiederankurbelung	boost	0	0	0	1	0	1	1	0	0
hundertprozentig	proceed	0	0	0	0	1	1	0	0	1
Abwärme	heat	0	0	0	1	0	0	-1	0	1
Sportlerinnen	sport	1	0	1	1	1	1	1	0	1
Ihrerseits	underestimate	0	-1	0	-1	-1	1	1	-1	-1
Bombe	bomb	0	-1	0	-1	0	1	1	-1	0
Denkanstoß	think	0	0	1	1	1	1	1	1	0
automatisch	mean	0	0	0	0	0	-1	0	0	0
Prioritäten	set	0	0	1	1	1	1	1	0	1
Lobbys	lobby	0	0	1	1	1	1	1	0	1
Fronten	line	0	0	0	0	1	0	1	0	1
aufzuweisen	record	1	1	1	1	1	1	1	0	1
aufgegangen	smoke	0	0	1	-1	0	1	1	0	1
durchdachtes	think	0	0	1	1	1	1	1	1	0
Wassernutzung	water	0	-1	0	-1	0	1	1	0	1
Beschuss	fire	0	0	1	0	1	0	1	0	1
Durchfahrt	train	1	1	1	1	1	1	1	1	1
Brückenklausel	bridge	0	0	0	1	0	1	1	0	1
Forschungsergebnisse	research	0	-1	1	1	1	1	1	0	1
Krisengebiet	zone	0	0	0	0	0	0	1	0	0
Geschäftsmodellen	model	0	0	0	1	1	1	1	0	1
Bürger	live	1	1	1	1	1	1	1	0	1
abfassen	draw	0	0	1	1	1	1	0	0	0
fördernde	promote	1	1	1	1	1	1	1	0	1
Disziplinen	discipline	1	1	1	1	0	1	1	0	1
verzerrende	distort	0	0	0	-1	0	1	0	0	0
EU-Finanzen	finance	1	1	1	1	1	1	1	0	1
Schwächen	fault	0	0	0	0	-1	1	0	0	-1
Infrastruktur	structure	1	1	0	1	1	1	1	0	0
wertgeminderten	impair	0	-1	0	-1	0	1	-1	0	0
Repressalien	pressure	0	0	0	-1	0	0	1	-1	0
Umstrukturierungs-	restructure	1	1	0	1	1	1	1	0	1
anzuprangern	denounce	-1	0	-1	-1	1	0	1	-1	-1
Hals	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
antworten	answer	0	1	0	1	0	0	1	0	0
mehrfach	time	0	0	1	0	1	0	1	0	1
wegzudenken	imagine	0	0	0	0	0	0	1	0	0
zog	withdraw	0	0	0	-1	0	1	1	0	0
Geldausgeben	spend	0	1	0	0	0	0	1	0	0
antwortet	reply	0	0	0	0	0	1	1	0	0
Nachgang	follow	0	0	1	1	1	1	1	0	1
stattliche	sum	0	0	0	1	0	1	1	0	0
Aussterben	endanger	1	-1	0	-1	0	1	0	0	0
zutrauen	trust	1	1	1	1	1	1	1	1	1
gestattet	allow	1	1	1	1	0	1	1	1	1
aufzuschnüren	reopen	0	1	0	-1	1	1	1	0	1
gestatten	allow	1	1	1	1	0	1	1	1	1
Meilenstein	step	1	1	1	1	1	0	1	0	1
Autorität	power	1	0	0	0	0	0	1	0	1
vergesse	forget	-1	0	-1	-1	-1	0	1	-1	-1
zuzugehen	reach	0	1	0	0	0	1	1	0	0
Chef	head	1	0	1	1	1	1	1	0	1
verdient	deserve	1	1	1	0	1	1	1	0	1
Machtteilung	share	1	1	1	0	1	1	1	0	1
Stillstands	deadlock	0	0	0	-1	0	1	1	0	0
Abwägung	balance	0	1	1	1	0	1	1	0	1
bereite	prepare	1	1	1	1	1	1	1	1	1
unvermindert	continue	1	1	1	1	1	0	1	0	1
preisgibt	reveal	0	0	0	1	0	1	1	0	0
europäisches	model	0	0	0	1	1	1	1	0	1
europäischer	level	0	1	1	1	1	0	1	0	1
europäischem	add	1	1	1	1	1	0	1	0	1
verworfen	reject	0	0	-1	-1	0	1	1	0	0
europäischen	single	0	0	0	-1	0	0	1	0	0
bereits	say	0	0	0	0	0	0	1	0	0
Ähnlichkeit	strike	1	1	0	0	0	1	1	0	0
Trost	comfort	1	1	1	1	0	1	1	1	1
ausräumen	eliminate	-1	1	-1	-1	1	-1	1	0	0
betrachten	look	0	1	1	0	0	0	1	0	1
Arbeitskonflikt	dispute	0	0	-1	-1	-1	1	1	0	-1
ausgearbeitete	draw	0	0	1	1	1	1	0	0	0
geschleppt	tow	0	0	1	1	1	1	0	-1	1
Dienstes	work	1	1	1	1	0	1	1	0	1
Unterbringung	house	1	1	0	1	1	1	1	1	1
Diensten	staff	1	1	1	1	1	1	1	0	1
betrachtet	consider	1	1	1	1	1	1	1	0	1
spezialisierte	specialize	1	1	1	0	1	1	1	0	1
Szenario	picture	0	0	0	0	0	1	1	0	0
Handelsvereinbarung	trade	0	1	1	1	1	1	1	0	1
zuzurechnen	attribute	0	0	1	1	1	1	1	0	1
dasselbe	repeat	0	1	0	1	0	1	1	0	0
Verspätung	delay	-1	0	-1	-1	-1	0	1	0	-1
Fernsehprogramme	broadcast	0	0	0	1	1	1	1	0	1
erließ	issue	0	0	0	1	0	1	1	0	0
laufender	exist	1	1	1	0	1	0	1	0	1
gleitet	slip	0	0	0	0	0	0	1	0	0
angemessenste	appropriate	0	1	1	1	1	1	1	0	1
stolpert	stumble	0	-1	0	0	0	1	1	0	1
Rechnungsabschluß	account	0	0	0	0	0	1	1	0	0
stolpern	stumble	0	-1	0	0	0	1	1	0	1
ökonomische	shut	1	0	0	0	0	0	1	0	0
gleiten	slip	0	0	0	0	0	0	1	0	0
vollwertige	value	1	1	1	1	0	1	1	1	1
unzureichend	lack	0	0	0	0	-1	1	1	0	-1
hinzugeben	indulge	0	-1	1	1	0	1	1	0	1
Rings	ring	0	1	0	1	0	-1	1	0	0
freute	please	0	0	0	1	0	1	1	1	0
ausgenommen	exclude	0	0	-1	-1	0	1	1	0	0
Mittelwert	average	0	1	0	0	0	1	1	0	1
Ringe	ring	0	1	0	1	0	-1	1	0	0
Straßenkontrollen	check	0	0	0	0	1	1	1	0	1
unionsweiten	disregard	0	-1	-1	-1	-1	1	1	0	-1
Verschnittverbotes	blend	0	0	0	0	1	1	1	0	1
Schutzvorkehrungen	safeguard	1	1	0	1	0	1	1	1	1
CO2-Abscheidung	capture	0	0	1	0	1	1	1	-1	1
Vorschuß	advance	0	1	1	1	1	0	1	0	1
bereiterklärt	agree	0	0	0	0	1	1	1	0	1
Resonanz	receive	1	1	1	0	1	1	1	0	1
Neuland	break	0	0	-1	-1	1	1	1	0	1
beiwohnten	attend	1	1	1	1	1	1	1	0	1
weiterverkauft	sell	0	0	0	0	1	1	1	0	1
voranzugehen	lead	0	1	1	1	1	0	1	0	1
Impfung	vaccinate	0	1	1	1	0	1	1	1	1
Vorhersage	forecast	0	0	0	0	0	0	1	0	1
aufbürden	burden	0	-1	-1	-1	-1	0	1	0	-1
Anspruch	entitle	1	1	0	1	0	1	1	1	0
Koordinierungsmaßnahmen	coordinate	0	0	0	1	0	-1	0	0	0
Hilfspakete	package	0	0	0	1	1	0	1	0	1
Ackerkulturen	crop	0	0	1	0	1	1	1	0	1
Arbeitsauftrag	function	0	1	0	1	1	1	1	0	0
abwracken	scrap	0	0	-1	-1	-1	0	1	0	-1
Beweises	shred	0	0	1	1	0	1	1	0	1
Gegenmittel	remedy	0	0	0	0	0	0	1	0	1
s	interfere	0	-1	0	0	0	1	0	0	0
Transfund	trust	1	1	1	1	1	1	1	1	1
Patienten	respond	0	1	0	0	0	1	1	0	1
bekleiden	hold	0	1	1	1	1	1	1	0	1
PPE-DE-Fraktion	topple	-1	0	-1	-1	1	1	1	-1	1
Regenwasser	rain	0	-1	0	-1	0	0	1	0	1
baden	swim	0	1	1	0	1	1	1	0	1
verdammen	condemn	0	0	-1	-1	0	1	1	0	0
abzielte	aim	0	0	0	1	1	0	1	0	1
bekleidet	post	0	1	1	1	0	1	1	0	1
Veto	veto	0	0	-1	-1	1	1	1	-1	1
freizusprechen	exonerate	0	-1	-1	-1	0	1	1	-1	1
Wirtschaftswachstum	grow	1	1	1	1	1	1	1	0	1
jährlichen	organize	0	0	1	1	1	1	1	0	1
formen	shape	1	1	0	1	1	1	1	0	0
weitermacht	continue	1	1	1	1	1	0	1	0	1
herauszubringen	launch	1	1	1	1	1	1	1	0	1
unentgeltliche	free	1	1	1	1	1	1	1	1	1
Rechtsstreit	dispute	0	0	-1	-1	-1	1	1	0	-1
Skipisten	ski	0	1	0	0	0	1	1	0	1
Erziehungsurlaub	leave	0	0	0	0	0	0	1	-1	0
beschäftigungsfördernde	boost	0	0	0	1	0	1	1	0	0
Erzeugung	produce	1	1	1	1	0	1	1	0	1
aufgelistet	list	0	0	0	1	0	0	1	0	1
galten	be	0	1	0	0	0	0	1	0	1
Heizanlagen	heat	0	0	0	1	0	0	-1	0	1
Anforderung	request	0	0	1	0	1	1	1	0	1
Privateinfuhr	import	0	0	0	1	1	1	1	0	1
Aktenordner	file	0	1	0	0	0	1	1	0	0
Forschungsinstitute	institute	1	1	1	1	1	1	1	0	1
aufrufen	call	0	0	1	1	0	1	1	0	1
Grünbuch	damage	1	-1	0	-1	0	1	-1	-1	0
konsequentere	tighten	0	0	0	0	0	1	1	0	0
reinzuwaschen	wage	0	1	1	1	1	1	1	0	1
Wirtschaftsblockade	blockade	0	0	-1	-1	0	1	1	0	0
vermutlichen	suppose	0	0	0	0	1	0	1	0	0
zirkulieren	circulate	0	0	1	1	1	1	1	0	1
Forschungsarbeit	research	0	-1	1	1	1	1	1	0	1
Ladung	load	0	0	0	1	1	0	1	0	0
Unterstützungspaket	package	0	0	0	1	1	0	1	0	1
Verschulden	fault	0	0	0	0	-1	1	0	0	-1
entzweit	divide	0	-1	0	-1	0	1	0	-1	0
aufrollen	reopen	0	1	0	-1	1	1	1	0	1
auszuschöpfen	exploit	0	-1	-1	-1	0	1	1	-1	0
Clean	clean	0	1	1	1	0	0	1	0	1
anzulasten	blame	-1	-1	-1	-1	-1	1	1	-1	-1
vielschichtig	complicate	0	-1	0	-1	0	1	0	0	0
jetziger	present	1	1	1	1	1	1	1	0	1
jetziges	present	1	1	1	1	1	1	1	0	1
dargelegten	set	0	0	1	1	1	1	1	0	1
blindlings	fabricate	0	1	1	1	1	1	1	0	1
Sekretariat	thank	1	1	1	1	1	1	1	1	1
schulde	owe	0	0	-1	0	-1	0	1	0	-1
Informationsbeschaffung	obtain	1	1	1	0	1	1	1	0	1
Nettobeitragszahler	net	0	0	1	0	0	1	1	0	1
öffentlich	open	1	1	1	1	0	0	1	0	1
jetzigen	present	1	1	1	1	1	1	1	0	1
Durchmischung	mix	0	0	0	1	1	0	1	0	1
berichten	report	0	0	-1	1	0	0	1	0	-1
-transport	transport	0	1	0	1	1	1	1	0	0
EU-Märkte	market	0	0	0	1	1	1	1	0	1
Mehrwertsteuersystem	tax	0	0	1	1	1	0	1	0	1
Dieser	differ	1	0	0	0	1	1	1	0	0
Dieses	absorb	1	1	1	1	1	1	1	0	1
Sitzungstag	sit	0	0	0	0	0	0	0	0	0
Verödung	abandon	0	-1	-1	-1	-1	0	1	-1	-1
hungern	starve	0	-1	-1	-1	0	1	0	-1	1
verfälscht	distort	0	0	0	-1	0	1	0	0	0
genähert	approach	0	1	1	0	1	1	1	0	1
hungert	starve	0	-1	-1	-1	0	1	0	-1	1
besetzt	occupy	0	0	0	0	1	1	1	0	1
evakuieren	evacuate	0	0	0	0	0	1	1	0	0
jonglieren	juggle	0	1	1	1	0	1	1	0	1
einreisen	enter	1	1	1	0	1	1	1	0	1
erachten	consider	1	1	1	1	1	1	1	0	1
Unfallschwerpunkte	spot	0	1	0	-1	1	1	1	-1	1
abfangen	intercept	0	0	0	-1	0	1	1	-1	1
dazusagen	add	1	1	1	1	1	0	1	0	1
erachtet	consider	1	1	1	1	1	1	1	0	1
Schuhe	blame	-1	-1	-1	-1	-1	1	1	-1	-1
verfechte	campaign	0	0	1	1	1	1	1	-1	1
lenkten	draw	0	0	1	1	1	1	0	0	0
erwünschte	desire	1	1	1	1	0	1	1	1	1
Stilllegung	dismantle	0	0	0	-1	1	1	1	0	1
Parole	cry	0	1	0	0	-1	0	1	0	-1
Zusammenkünften	meet	0	1	1	1	1	1	1	0	1
drängendes	press	0	1	0	-1	0	1	1	-1	0
drängender	press	0	1	0	-1	0	1	1	-1	0
Testen	test	0	1	1	0	1	1	1	0	1
korrektem	correct	0	0	0	1	0	1	1	0	0
Aufbauwerks	project	0	0	1	1	1	1	1	0	1
Entlastungsbeschluss	discharge	0	0	0	-1	0	1	1	0	0
Verschneiden	blend	0	0	0	0	1	1	1	0	1
Übertragungsrechte	broadcast	0	0	0	1	1	1	1	0	1
überholen	overtake	0	0	0	-1	1	1	1	-1	1
drängenden	press	0	1	0	-1	0	1	1	-1	0
dazustehen	isolate	0	0	-1	-1	0	1	1	-1	0
klüger	play	1	1	1	1	1	1	1	0	1
interveniert	intervene	0	0	0	-1	0	1	1	0	1
Appellen	appeal	0	0	-1	-1	-1	1	1	0	0
bestürzenden	disturb	1	-1	0	-1	0	1	0	-1	0
Wohnungssektor	house	1	1	0	1	1	1	1	1	1
bemängeln	fault	0	0	0	0	-1	1	0	0	-1
scheidenden	retire	0	1	1	0	-1	1	1	0	-1
treffende	sum	0	0	0	1	0	1	1	0	0
umgebende	surround	0	0	-1	0	1	1	1	0	1
bemängele	regret	-1	0	-1	-1	-1	-1	1	0	-1
entfernten	remove	-1	1	-1	-1	1	0	1	-1	0
Allgemeinheit	opt	1	1	1	0	1	1	1	0	1
Rechtsrahmen	frame	1	1	1	1	1	1	1	0	1
Presseerklärung	press	0	1	0	-1	0	1	1	-1	0
diplomatische	trust	1	1	1	1	1	1	1	1	1
bedenkt	consider	1	1	1	1	1	1	1	0	1
Generalstreik	strike	1	1	0	0	0	1	1	0	0
Geringste	blind	0	0	-1	-1	0	1	1	0	0
Kompetenzkonflikt	conflict	0	0	0	-1	0	1	1	0	0
bedenke	consider	1	1	1	1	1	1	1	0	1
Beschäftigungsverträge	contract	-1	0	-1	0	-1	-1	1	0	-1
finanziert	finance	1	1	1	1	1	1	1	0	1
Durchschnittseinkommen	average	0	1	0	0	0	1	1	0	1
Gehen	walk	0	1	1	0	0	-1	1	0	1
Ausfuhrländern	export	0	0	1	0	1	1	1	0	1
diskreditiert	discredit	0	-1	-1	-1	0	1	0	-1	0
Triebkräfte	drive	1	1	0	1	0	1	1	0	1
Nebeneinander	coexist	0	1	0	0	1	1	1	0	1
konsultieren	consult	1	1	1	1	1	1	1	1	1
angestellte	employ	1	1	1	1	1	1	1	0	1
Kommissionspräsidenten	nominate	1	1	1	1	1	1	1	1	1
verdoppelte	double	0	0	1	1	1	0	1	0	1
Treibstoffen	fuel	0	0	0	1	1	1	1	0	1
Mitteltransfers	transfer	0	0	0	0	0	1	1	0	0
weitergegangen	further	1	1	1	1	0	1	1	0	1
infiziertem	infect	1	-1	0	-1	0	1	0	-1	-1
infizierten	infect	1	-1	0	-1	0	1	0	-1	-1
bekannteste	know	1	1	1	0	1	1	1	0	1
Hinweise	comment	0	0	0	0	0	1	1	0	1
zurücklassen	leave	0	0	0	0	0	0	1	-1	0
aktualisierte	update	0	1	0	1	1	1	1	0	1
bedaure	regret	-1	0	-1	-1	-1	-1	1	0	-1
Eintreffen	arrive	0	0	0	0	0	0	1	0	1
Friedenswillen	desire	1	1	1	1	0	1	1	1	1
infizierter	infect	1	-1	0	-1	0	1	0	-1	-1
infiziertes	infect	1	-1	0	-1	0	1	0	-1	-1
Sitzungen	meet	0	1	1	1	1	1	1	0	1
Stirn	stand	0	1	1	0	1	0	1	0	0
NL	vote	0	0	0	1	1	1	1	0	0
besorgniserregenden	worry	0	0	-1	-1	0	0	1	-1	-1
Landbesitz	land	0	0	1	0	0	1	1	0	1
verschob	postpone	0	0	0	-1	0	1	1	0	0
besorgniserregender	worry	0	0	-1	-1	0	0	1	-1	-1
besorgniserregendes	worry	0	0	-1	-1	0	0	1	-1	-1
