pl Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
zapewnień	claim	1	1	1	0	1	1	1	0	1
wystąpili	have	1	1	1	0	0	1	1	0	1
winien	owe	0	0	-1	0	-1	0	1	0	-1
zabierane	take	1	1	1	0	1	1	1	0	1
zdyskredytować	discredit	0	-1	-1	-1	0	1	0	-1	0
.	be	0	1	0	0	0	0	1	0	1
zmagał	have	1	1	1	0	0	1	1	0	1
zasiadającego	decide	1	1	1	1	0	1	1	0	1
kontrolowanym	control	1	0	1	0	1	1	1	0	1
zadało	have	1	1	1	0	0	1	1	0	1
hołdowaliśmy	have	1	1	1	0	0	1	1	0	1
poniżającej	degrade	0	-1	0	-1	0	1	-1	-1	0
przepełni	fill	0	1	1	1	1	1	1	0	1
ekologicznego	clean	0	1	1	1	0	0	1	0	1
atakowanym	be	0	1	0	0	0	0	1	0	1
skurczył	have	1	1	1	0	0	1	1	0	1
grypę	can	0	0	0	0	0	1	1	0	1
spis	list	0	0	0	1	0	0	1	0	1
wnioskowanych	propose	0	1	1	1	0	0	1	0	1
wejdą	enter	1	1	1	0	1	1	1	0	1
podpisaniem	sign	0	0	1	1	1	1	1	0	1
ratować	save	1	1	1	1	0	1	1	1	1
bywała	have	1	1	1	0	0	1	1	0	1
obwiniam	blame	-1	-1	-1	-1	-1	1	1	-1	-1
zainicjowanej	initiate	1	1	1	1	1	1	1	0	1
czoła	face	0	0	0	0	1	1	1	0	1
czoło	face	0	0	0	0	1	1	1	0	1
przeoczone	overlook	0	0	0	0	0	1	1	0	-1
opublikowany	publish	1	1	1	1	1	1	1	0	1
okiełznać	control	1	0	1	0	1	1	1	0	1
opublikowane	publish	1	1	1	1	1	1	1	0	1
wsiedli	do	1	1	1	0	0	1	1	0	1
pojedynczym	single	0	0	0	-1	0	0	1	0	0
doprowadzeniem	bring	0	0	1	1	0	0	1	0	0
zmagać	face	0	0	0	0	1	1	1	0	1
wdrażającym	implement	1	1	1	1	1	1	1	0	1
wyciągaliśmy	have	1	1	1	0	0	1	1	0	1
opublikowano	publish	1	1	1	1	1	1	1	0	1
widuje	come	0	1	0	0	0	0	1	0	0
propagowaniem	promote	1	1	1	1	1	1	1	0	1
przyczepności	grip	0	0	0	0	0	1	1	0	0
zagrożony	threaten	0	-1	-1	-1	0	1	1	-1	-1
prowadźmy	let	0	0	0	1	-1	0	1	0	0
lojalność	adopt	1	1	1	1	1	1	1	0	1
giełdowymi	fashion	1	0	0	-1	1	0	1	0	1
magisterskich	master	0	1	0	1	1	1	1	0	1
jedynie	be	0	1	0	0	0	0	1	0	1
śladami	follow	0	0	1	1	1	1	1	0	1
zagrożona	threaten	0	-1	-1	-1	0	1	1	-1	-1
Etiopii	be	0	1	0	0	0	0	1	0	1
zagrożone	risk	-1	0	-1	0	-1	0	1	0	-1
ignorujmy	be	0	1	0	0	0	0	1	0	1
pozbawiłoby	deprive	0	-1	0	-1	0	1	0	-1	0
wysyłanych	send	1	1	1	0	1	1	1	0	1
piszące	write	1	1	1	1	1	1	1	0	1
zwiększmy	let	0	0	0	1	-1	0	1	0	0
nagłówku	head	1	0	1	1	1	1	1	0	1
nagłówki	read	0	0	1	0	1	0	1	0	1
obiekcje	raise	0	0	1	1	0	0	1	0	1
sprawozdawczość	report	0	0	-1	1	0	0	1	0	-1
rejestrze	register	1	0	1	0	1	1	1	0	0
nagłówka	head	1	0	1	1	1	1	1	0	1
odmawiamy	refuse	0	0	-1	-1	0	1	1	-1	0
łowiąc	catch	0	1	0	0	1	1	1	0	1
suszone	dry	1	0	0	0	0	1	1	0	0
agendę	forward	1	1	0	1	1	1	1	0	1
skończyło	end	0	1	0	0	1	0	1	0	0
zaciągamy	be	0	1	0	0	0	0	1	0	1
bezsilna	be	0	1	0	0	0	0	1	0	1
dewaluuje	devalue	0	-1	0	-1	0	1	1	0	0
skończyły	be	0	1	0	0	0	0	1	0	1
zaplanowaną	plan	1	1	1	1	1	1	1	0	1
publikuje	publish	1	1	1	1	1	1	1	0	1
zyskami	profit	1	0	1	0	1	1	1	0	1
huragan	storm	0	-1	-1	-1	0	1	1	-1	1
EBI	mandate	0	0	1	1	0	1	1	0	1
przyciszonym	mute	0	-1	-1	-1	0	1	0	0	1
zyskamy	gain	1	1	1	1	1	1	1	0	1
pomagając	help	1	1	0	1	0	1	1	1	0
nieskuteczną	fail	0	0	-1	-1	-1	0	1	-1	-1
końca	end	0	1	0	0	1	0	1	0	0
obserwujemy	be	0	1	0	0	0	0	1	0	1
zatrzymanych	detain	0	0	-1	-1	0	1	1	-1	0
osłabił	have	1	1	1	0	0	1	1	0	1
pogarszają	be	0	1	0	0	0	0	1	0	1
stanowych	pull	0	0	0	0	0	0	1	0	0
wydaleń	return	0	0	0	0	0	1	1	0	0
bazą	base	0	1	1	1	1	1	1	0	1
zestawieniem	be	0	1	0	0	0	0	1	0	1
przedkładamy	be	0	1	0	0	0	0	1	0	1
promujemy	promote	1	1	1	1	1	1	1	0	1
bazę	base	0	1	1	1	1	1	1	0	1
zniewag	abuse	1	-1	-1	-1	0	1	1	-1	-1
radziecką	become	0	0	0	0	0	0	1	0	0
upadłych	fail	0	0	-1	-1	-1	0	1	-1	-1
rozwojowi	develop	0	1	0	1	0	0	1	0	0
mikropożyczek	contribute	1	1	1	1	1	1	1	0	1
pozbawioną	allow	1	1	1	1	0	1	1	1	1
umniejszyć	play	1	1	1	1	1	1	1	0	1
pokazałoby	show	1	1	1	0	1	0	1	0	0
zobowiązał	have	1	1	1	0	0	1	1	0	1
szoku	shock	0	0	0	-1	0	1	-1	-1	0
zobowiązań	make	0	0	0	1	0	0	1	0	0
torturuje	torture	0	-1	0	-1	0	1	0	-1	0
stoczyć	fight	-1	0	-1	-1	0	0	1	0	-1
nieprzejrzysty	confuse	0	0	0	-1	0	1	1	-1	0
przewidywaną	foresee	0	1	0	0	1	1	1	0	1
pozostajemy	be	0	1	0	0	0	0	1	0	1
polegał	be	0	1	0	0	0	0	1	0	1
prześladować	persecute	0	-1	-1	-1	0	1	0	-1	1
skłaniający	provide	1	1	1	1	1	1	1	0	1
nieprzejrzyste	lack	0	0	0	0	-1	1	1	0	-1
kursami	exchange	0	0	1	0	1	0	1	0	0
ponadto	further	1	1	1	1	0	1	1	0	1
słyszała	hear	0	1	0	0	1	1	1	0	0
namawiałbym	urge	1	1	1	1	0	1	1	1	1
zrzeszająca	represent	0	1	0	1	0	1	1	0	0
przykuły	catch	0	1	0	0	1	1	1	0	1
wiosną	spring	1	1	1	1	1	1	1	0	1
osłabią	weaken	0	-1	0	-1	0	1	0	-1	0
zmiennego	float	0	0	1	0	0	1	1	0	1
osłabić	weaken	0	-1	0	-1	0	1	0	-1	0
rozczarowały	disappoint	0	-1	0	-1	0	1	0	-1	-1
Lampedusa	be	0	1	0	0	0	0	1	0	1
przeznaczania	earmark	0	1	1	1	1	1	1	0	1
rozczarowała	disappoint	0	-1	0	-1	0	1	0	-1	-1
odwoływanie	refer	1	1	1	1	0	1	1	1	1
dobiegł	be	0	1	0	0	0	0	1	0	1
znamy	know	1	1	1	0	1	1	1	0	1
odwoływania	appeal	0	0	-1	-1	-1	1	1	0	0
kończymy	conclude	1	1	1	1	0	1	1	0	1
przykuła	attract	0	0	0	1	0	0	1	0	0
przeznaczaniu	be	0	1	0	0	0	0	1	0	1
przedmiotowymi	concern	1	-1	0	-1	0	1	1	-1	0
grupowania	major	0	1	0	0	1	1	1	0	1
odpisał	back	1	1	1	1	1	1	1	1	1
zobowiązać	commit	-1	-1	0	0	-1	0	1	0	-1
polegać	rely	0	0	1	0	1	0	1	0	1
bazowały	be	0	1	0	0	0	0	1	0	1
zasłużyły	deserve	1	1	1	0	1	1	1	0	1
uświadomiono	be	0	1	0	0	0	0	1	0	1
rzeki	flow	0	0	0	0	0	0	1	0	0
wypłacały	wish	1	1	1	1	1	1	1	1	1
zasłużyła	deserve	1	1	1	0	1	1	1	0	1
spekulacji	speculate	0	1	1	0	0	0	1	0	1
zasłużyło	merit	1	1	1	1	1	1	1	0	1
odcinków	term	1	1	0	1	1	1	0	0	0
bazowało	have	1	1	1	0	0	1	1	0	1
rzeka	flood	0	0	0	0	1	0	1	0	0
nietekstylnych	indicate	0	0	0	1	0	1	1	0	0
spekulacja	mention	0	1	0	0	0	1	1	0	0
umacniających	strengthen	1	1	0	1	0	1	1	1	0
odmienić	change	0	1	0	1	0	1	1	0	1
inspekcje	inspect	0	0	0	0	0	1	1	0	0
poproszę	ask	0	0	0	0	1	1	1	0	0
inspekcji	inspect	0	0	0	0	0	1	1	0	0
przydzieloną	allocate	0	1	1	1	1	1	1	0	1
zwołaniu	convene	0	0	1	1	1	1	1	0	1
wyboista	be	0	1	0	0	0	0	1	0	1
cieniom	shadow	0	0	0	0	0	1	1	0	0
optymizmu	note	0	0	0	0	0	0	1	0	0
zezwoli	allow	1	1	1	1	0	1	1	1	1
dynamika	do	1	1	1	0	0	1	1	0	1
słyszałam	hear	0	1	0	0	1	1	1	0	0
żadnych	further	1	1	1	1	0	1	1	0	1
ogromnego	major	0	1	0	0	1	1	1	0	1
dynamiki	render	1	0	1	0	1	1	1	0	1
ziemniaczanej	can	0	0	0	0	0	1	1	0	1
wpisaną	wish	1	1	1	1	1	1	1	1	1
palmę	shift	0	0	0	0	1	0	1	0	0
pisanych	write	1	1	1	1	1	1	1	0	1
zniewagi	insult	0	-1	-1	-1	0	1	0	-1	1
uzasadniały	justify	0	0	1	1	1	1	1	0	1
skurczyła	shrink	0	0	0	-1	0	1	1	0	0
cieszy	be	0	1	0	0	0	0	1	0	1
dotknięty	affect	1	0	0	0	0	1	1	0	0
zawodzie	qualify	1	1	0	1	0	1	1	1	0
doprowadzały	have	1	1	1	0	0	1	1	0	1
rolę	play	1	1	1	1	1	1	1	0	1
prowadzącej	lead	0	1	1	1	1	0	1	0	1
wyolbrzymiają	overstate	0	0	0	-1	0	1	1	0	0
akcentem	note	0	0	0	0	0	0	1	0	0
opływających	go	0	0	0	0	0	0	1	0	0
czytelnych	clear	0	1	1	1	1	1	1	0	1
narciarskie	run	0	1	1	1	1	1	1	0	1
dostosowanie	adapt	0	1	1	1	1	1	1	0	1
dotknięta	affect	1	0	0	0	0	1	1	0	0
dotknięte	affect	1	0	0	0	0	1	1	0	0
dyplomatyczny	be	0	1	0	0	0	0	1	0	1
piętrzących	mount	1	1	1	0	1	1	1	0	1
kiepskie	support	1	1	1	1	0	1	1	1	1
opracowuje	be	0	1	0	0	0	0	1	0	1
załącznik	annex	0	0	1	1	1	1	1	0	1
zaobserwowane	observe	1	1	1	1	0	1	1	0	1
rozesłany	send	1	1	1	0	1	1	1	0	1
wygłosiła	make	0	0	0	1	0	0	1	0	0
byliście	be	0	1	0	0	0	0	1	0	1
zagrażają	threaten	0	-1	-1	-1	0	1	1	-1	-1
wpłacenia	run	0	1	1	1	1	1	1	0	1
polegam	be	0	1	0	0	0	0	1	0	1
otrzymywał	receive	1	1	1	0	1	1	1	0	1
uaktualnienie	update	0	1	0	1	1	1	1	0	1
nakładany	impose	0	0	1	1	1	0	1	0	1
przewężenie	point	0	0	0	0	1	0	1	0	0
wydzielone	have	1	1	1	0	0	1	1	0	1
szczerych	do	1	1	1	0	0	1	1	0	1
napięcia	pressure	0	0	0	-1	0	0	1	-1	0
obiecywanego	promise	1	1	1	1	1	1	1	0	1
nakładane	impose	0	0	1	1	1	0	1	0	1
napędzać	drive	1	1	0	1	0	1	1	0	1
wysłuchajmy	can	0	0	0	0	0	1	1	0	1
zanieczyszczeniach	load	0	0	0	1	1	0	1	0	0
osłabia	weaken	0	-1	0	-1	0	1	0	-1	0
zaktualizowanej	update	0	1	0	1	1	1	1	0	1
zdziałamy	make	0	0	0	1	0	0	1	0	0
pozbyła	be	0	1	0	0	0	0	1	0	1
postawiły	have	1	1	1	0	0	1	1	0	1
niezbędnym	require	0	1	1	0	1	1	1	0	0
konkurujących	compete	1	1	1	1	1	1	1	0	1
postawiła	have	1	1	1	0	0	1	1	0	1
Lampedusę	have	1	1	1	0	0	1	1	0	1
czynnych	evaluate	0	0	1	0	0	1	1	0	0
pozbyły	rid	0	0	0	0	0	0	1	0	1
powierzymy	can	0	0	0	0	0	1	1	0	1
postawiło	make	0	0	0	1	0	0	1	0	0
otrzymywać	receive	1	1	1	0	1	1	1	0	1
wprowadzaliśmy	introduce	1	1	1	1	1	1	1	1	1
zagubionych	lose	0	0	0	-1	-1	1	1	0	-1
interweniowania	intervene	0	0	0	-1	0	1	1	0	1
Nedelchevą	vote	0	0	0	1	1	1	1	0	0
pozbawiony	lack	0	0	0	0	-1	1	1	0	-1
scharakteryzować	describe	0	0	0	1	0	0	1	0	1
zaproponują	propose	0	1	1	1	0	0	1	0	1
baza	base	0	1	1	1	1	1	1	0	1
lusterka	mirror	0	0	0	1	0	1	1	0	0
sprowadzeniem	be	0	1	0	0	0	0	1	0	1
Czułabym	have	1	1	1	0	0	1	1	0	1
bazy	base	0	1	1	1	1	1	1	0	1
słuchałem	listen	0	1	1	1	0	0	1	0	1
pozbawiono	be	0	1	0	0	0	0	1	0	1
podkreślałam	have	1	1	1	0	0	1	1	0	1
dobiega	be	0	1	0	0	0	0	1	0	1
odesłali	send	1	1	1	0	1	1	1	0	1
zaproponuję	propose	0	1	1	1	0	0	1	0	1
wstrzymana	stop	0	0	0	-1	1	1	1	-1	0
pozbawiona	deprive	0	-1	0	-1	0	1	0	-1	0
pozbawione	deprive	0	-1	0	-1	0	1	0	-1	0
czytniku	happen	0	0	0	0	0	0	-1	0	0
nakłaniane	be	0	1	0	0	0	0	1	0	1
sześciolatków	age	0	0	0	-1	0	1	1	0	0
opracowują	be	0	1	0	0	0	0	1	0	1
dyżurach	call	0	0	1	1	0	1	1	0	1
pozostającego	involve	0	0	0	0	1	1	1	0	0
obniżonym	reduce	0	0	0	-1	1	1	1	-1	0
kogeneracji	combine	1	1	1	1	1	1	1	0	1
przewożeniu	transport	0	1	0	1	1	1	1	0	0
kroczymy	be	0	1	0	0	0	0	1	0	1
stopniem	level	0	1	1	1	1	0	1	0	1
rozwiać	dispel	0	0	0	1	0	1	1	0	0
użytkowanych	be	0	1	0	0	0	0	1	0	1
niedoceniać	underestimate	0	-1	0	-1	-1	1	1	-1	-1
rola	play	1	1	1	1	1	1	1	0	1
upowszechnieniem	increase	1	1	0	1	0	1	1	0	1
roli	play	1	1	1	1	1	1	1	0	1
lotniczym	air	0	0	0	-1	0	1	0	0	0
dotkniętą	affect	1	0	0	0	0	1	1	0	0
naziemną	grind	0	0	0	-1	0	0	1	0	1
wpisano	be	0	1	0	0	0	0	1	0	1
wpisani	list	0	0	0	1	0	0	1	0	1
wpisane	include	1	1	1	1	1	1	1	1	0
zbieżność	converge	0	0	0	1	0	0	1	0	0
podzielamy	share	1	1	1	0	1	1	1	0	1
egzotycznych	account	0	0	0	0	0	1	1	0	0
wpisany	write	1	1	1	1	1	1	1	0	1
dynamikę	create	1	1	0	1	1	1	1	0	0
naukowo-badawczych	research	0	-1	1	1	1	1	1	0	1
zidentyfikowanych	identify	0	0	-1	0	0	1	1	0	0
powtarzającym	repeat	0	1	0	1	0	1	1	0	0
wspólnymi	share	1	1	1	0	1	1	1	0	1
wspólnocie	share	1	1	1	0	1	1	1	0	1
czystość	make	0	0	0	1	0	0	1	0	0
przydzielono	allocate	0	1	1	1	1	1	1	0	1
żywimy	be	0	1	0	0	0	0	1	0	1
przydzielona	allocate	0	1	1	1	1	1	1	0	1
osłabiająca	be	0	1	0	0	0	0	1	0	1
przydzielone	allocate	0	1	1	1	1	1	1	0	1
ucierpiałyby	suffer	-1	1	-1	0	-1	-1	1	0	-1
osłabiające	weaken	0	-1	0	-1	0	1	0	-1	0
eksportowych	export	0	0	1	0	1	1	1	0	1
przydzielony	allocate	0	1	1	1	1	1	1	0	1
zezwolą	allow	1	1	1	1	0	1	1	1	1
odpowie	respond	0	1	0	0	0	1	1	0	1
studiujących	study	1	0	1	1	1	1	1	0	1
ukształtowania	shape	1	1	0	1	1	1	1	0	0
inspekcję	inspect	0	0	0	0	0	1	1	0	0
płaszczykiem	cover	0	0	0	1	1	1	1	0	0
nawiązuje	refer	1	1	1	1	0	1	1	1	1
wliczanie	count	0	0	1	1	1	1	1	0	1
podejmą	take	1	1	1	0	1	1	1	0	1
popierający	support	1	1	1	1	0	1	1	1	1
rządził	govern	1	1	1	1	1	1	1	0	1
kilkoro	number	0	0	0	1	0	0	1	0	0
zabijamy	kill	0	-1	-1	-1	-1	1	0	-1	-1
wykazywać	be	0	1	0	0	0	0	1	0	1
popierająca	support	1	1	1	1	0	1	1	1	1
pozyskiwane	obtain	1	1	1	0	1	1	1	0	1
popierające	support	1	1	1	1	0	1	1	1	1
absolutoriów	discharge	0	0	0	-1	0	1	1	0	0
bojkotowi	boycott	1	-1	-1	-1	-1	1	1	0	-1
dniach	hold	0	1	1	1	1	1	1	0	1
mrożonych	freeze	0	0	0	0	0	1	0	-1	0
zmarnowaniem	do	1	1	1	0	0	1	1	0	1
potwierdzę	confirm	1	1	1	1	1	1	1	0	1
zdezorientowanych	confuse	0	0	0	-1	0	1	1	-1	0
pragniecie	want	1	0	1	0	0	1	1	0	1
skreśla	delete	0	0	-1	-1	0	1	1	0	1
zastępującej	replace	0	1	0	0	1	1	1	0	1
zatrudniony	employ	1	1	1	1	1	1	1	0	1
słowem	word	0	1	0	0	0	0	1	0	0
najpilniejsza	press	0	1	0	-1	0	1	1	-1	0
zatrudniona	employ	1	1	1	1	1	1	1	0	1
koncentrował	focus	1	1	1	1	0	1	1	0	1
zatrudnione	employ	1	1	1	1	1	1	1	0	1
zbudowaliśmy	build	1	1	1	1	1	1	1	0	1
opatrzyć	give	0	1	1	0	0	0	1	0	1
dogonić	catch	0	1	0	0	1	1	1	0	1
okolicy	near	0	1	0	0	0	0	1	0	0
minuty	time	0	0	1	0	1	0	1	0	1
ogólnikowe	be	0	1	0	0	0	0	1	0	1
rozwinęli	develop	0	1	0	1	0	0	1	0	0
wykazywał	show	1	1	1	0	1	0	1	0	0
rządzić	govern	1	1	1	1	1	1	1	0	1
ogólnikowo	term	1	1	0	1	1	1	0	0	0
dostosowuje	adapt	0	1	1	1	1	1	1	0	1
zakładającej	involve	0	0	0	0	1	1	1	0	0
połowiczne	go	0	0	0	0	0	0	1	0	0
oszczędzania	save	1	1	1	1	0	1	1	1	1
rozmawia	talk	0	0	0	0	0	1	1	0	0
minuta	express	-1	0	0	0	1	0	1	0	0
poprawkami	amend	1	1	1	1	1	1	1	0	1
przejściowego	date	0	0	1	0	1	0	1	0	1
energooszczędność	save	1	1	1	1	0	1	1	1	1
eksportujące	export	0	0	1	0	1	1	1	0	1
spełniającą	meet	0	1	1	1	1	1	1	0	1
prawomocnego	form	1	1	1	1	1	1	1	0	1
CEPOLu	ask	0	0	0	0	1	1	1	0	0
przytoczył	quote	1	1	1	1	1	1	1	0	0
koncentrować	focus	1	1	1	1	0	1	1	0	1
organom	give	0	1	1	0	0	0	1	0	1
obecną	present	1	1	1	1	1	1	1	0	1
zwiększać	increase	1	1	0	1	0	1	1	0	1
chłodno	shoulder	0	0	0	0	0	1	1	0	1
odzież	clothe	0	-1	0	-1	0	1	0	1	1
rehabilitacji	rehabilitate	1	1	1	1	1	1	1	1	1
rozdzielnie	be	0	1	0	0	0	0	1	0	1
przyśpieszyć	speed	1	1	0	1	0	1	1	0	0
runku	market	0	0	0	1	1	1	1	0	1
pierwszorzędnym	stress	0	0	1	1	0	1	1	0	0
korzystać	benefit	1	1	0	1	1	1	1	1	1
odbieram	welcome	1	1	1	1	1	1	1	1	1
wypierały	report	0	0	-1	1	0	0	1	0	-1
wiersz	line	0	0	0	0	1	0	1	0	1
wnioskodawcy	be	0	1	0	0	0	0	1	0	1
sygnalizowałem	signal	0	0	0	1	0	0	1	0	0
zatrzymanym	detain	0	0	-1	-1	0	1	1	-1	0
wspomniałem	mention	0	1	0	0	0	1	1	0	0
pełną	complete	1	1	1	1	1	1	1	0	1
nieprzerwanej	continue	1	1	1	1	1	0	1	0	1
Magna	have	1	1	1	0	0	1	1	0	1
wnioskodawca	provide	1	1	1	1	1	1	1	0	1
barier	down	0	0	0	0	0	0	1	0	0
kwalifikowanego	pursue	0	1	1	0	0	1	1	0	1
nowych	adopt	1	1	1	1	1	1	1	0	1
zawalonych	collapse	0	0	0	-1	0	1	1	0	0
zwiększał	increase	1	1	0	1	0	1	1	0	1
zdefiniowanej	define	0	0	0	1	1	1	1	0	0
korzystał	have	1	1	1	0	0	1	1	0	1
zaufamy	trust	1	1	1	1	1	1	1	1	1
zrekompensować	compensate	0	0	0	1	0	1	1	1	0
Mołdawią	associate	0	0	0	0	0	0	1	0	0
wszczynaniem	institute	1	1	1	1	1	1	1	0	1
podobnym	like	1	1	1	1	0	1	1	1	1
przeniesiony	transfer	0	0	0	0	0	1	1	0	0
wykolejenie	be	0	1	0	0	0	0	1	0	1
odeszła	have	1	1	1	0	0	1	1	0	1
dotykać	affect	1	0	0	0	0	1	1	0	0
odeszło	be	0	1	0	0	0	0	1	0	1
upokarzający	humiliate	0	-1	-1	-1	0	1	0	-1	1
krokowi	step	1	1	1	1	1	0	1	0	1
upokarzające	humiliate	0	-1	-1	-1	0	1	0	-1	1
skrupulatnie	attend	1	1	1	1	1	1	1	0	1
upokarzająca	humiliate	0	-1	-1	-1	0	1	0	-1	1
przeniesiono	be	0	1	0	0	0	0	1	0	1
przeniesiona	transfer	0	0	0	0	0	1	1	0	0
sztaby	side	0	0	0	0	1	0	1	0	0
przeniesione	transfer	0	0	0	0	0	1	1	0	0
powolnego	slow	0	-1	0	-1	0	1	-1	0	0
obecny	present	1	1	1	1	1	1	1	0	1
integracyjnym	involve	0	0	0	0	1	1	1	0	0
powstrzymujemy	be	0	1	0	0	0	0	1	0	1
spełniające	meet	0	1	1	1	1	1	1	0	1
własnością	own	0	1	1	1	1	1	1	0	1
sterująca	steer	0	1	1	1	1	1	1	0	1
ulepszonym	improve	1	1	1	1	0	1	1	0	1
domagania	demand	0	0	1	1	0	1	1	0	1
potraktujmy	let	0	0	0	1	-1	0	1	0	0
obecni	present	1	1	1	1	1	1	1	0	1
że	be	0	1	0	0	0	0	1	0	1
spełniający	meet	0	1	1	1	1	1	1	0	1
przygranicznych	border	0	0	0	0	0	0	0	0	0
utorowaliśmy	have	1	1	1	0	0	1	1	0	1
obecne	present	1	1	1	1	1	1	1	0	1
2015-2016	be	0	1	0	0	0	0	1	0	1
spalania	burn	0	-1	-1	-1	0	1	1	-1	0
uwzględnię	take	1	1	1	0	1	1	1	0	1
spalanie	burn	0	-1	-1	-1	0	1	1	-1	0
dostosowują	adapt	0	1	1	1	1	1	1	0	1
odbywamy	have	1	1	1	0	0	1	1	0	1
spalaniu	burn	0	-1	-1	-1	0	1	1	-1	0
prowizji	feed	1	1	1	1	0	1	1	1	1
wyrażanej	express	-1	0	0	0	1	0	1	0	0
uwzględnić	take	1	1	1	0	1	1	1	0	1
zmienianych	amend	1	1	1	1	1	1	1	0	1
uwzględnią	take	1	1	1	0	1	1	1	0	1
doświadczałem	experience	0	1	-1	0	-1	0	1	0	-1
centrami	found	1	1	1	1	1	1	1	1	1
zachwiania	undermine	0	-1	0	-1	0	1	0	0	0
byciem	be	0	1	0	0	0	0	1	0	1
nawiązują	be	0	1	0	0	0	0	1	0	1
oddałam	vote	0	0	0	1	1	1	1	0	0
założymy	assume	0	0	0	1	1	0	1	0	0
dowody	prove	0	0	0	1	0	1	1	0	1
wystarczającym	provide	1	1	1	1	1	1	1	0	1
zabójstwie	murder	0	-1	-1	-1	-1	1	0	-1	-1
oddawać	place	0	0	1	1	1	1	1	0	1
uwzględnił	have	1	1	1	0	0	1	1	0	1
zapadnie	be	0	1	0	0	0	0	1	0	1
ratingowych	rate	0	1	0	1	0	0	1	0	0
nawiązuję	refer	1	1	1	1	0	1	1	1	1
absorpcji	absorb	1	1	1	1	1	1	1	0	1
manifestowania	be	0	1	0	0	0	0	1	0	1
kamienia	stone	0	0	0	-1	0	1	1	0	1
absorpcja	absorb	1	1	1	1	1	1	1	0	1
postulatom	oppose	0	0	-1	-1	0	1	1	0	-1
kamienie	stone	0	0	0	-1	0	1	1	0	1
prawnego	rule	1	1	1	1	1	1	1	0	1
przymykano	blind	0	0	-1	-1	0	1	1	0	0
wypalił	run	0	1	1	1	1	1	1	0	1
nierozstrzygnięte	open	1	1	1	1	0	0	1	0	1
zaznacza	point	0	0	0	0	1	0	1	0	0
kapitałowy	fail	0	0	-1	-1	-1	0	1	-1	-1
skoryguje	see	1	1	1	1	1	1	1	0	1
ratowało	have	1	1	1	0	0	1	1	0	1
kontaktowego	contact	0	0	1	0	1	1	1	1	1
nacisnąłem	put	1	1	1	0	1	1	1	0	1
naprzeciw	meet	0	1	1	1	1	1	1	0	1
akceptowalibyśmy	accept	1	1	1	1	1	1	1	0	1
plecami	back	1	1	1	1	1	1	1	1	1
wykrył	detect	0	0	0	0	0	0	0	0	0
nierozstrzygnięty	be	0	1	0	0	0	0	1	0	1
atak	attack	0	-1	-1	-1	1	1	0	-1	0
oglądu	put	1	1	1	0	1	1	1	0	1
uchroni	prevent	0	0	0	-1	0	1	1	-1	0
pełni	have	1	1	1	0	0	1	1	0	1
minutami	time	0	0	1	0	1	0	1	0	1
pełne	complete	1	1	1	1	1	1	1	0	1
przywiązujemy	attach	0	0	1	1	1	1	1	0	0
pełna	complete	1	1	1	1	1	1	1	0	1
ogląda	watch	1	1	1	1	1	1	1	0	1
parkingi	park	0	0	0	0	0	1	1	0	1
nakierowanych	aim	0	0	0	1	1	0	1	0	1
piastować	hold	0	1	1	1	1	1	1	0	1
pełny	complete	1	1	1	1	1	1	1	0	1
Społeczny	have	1	1	1	0	0	1	1	0	1
młodocianych	be	0	1	0	0	0	0	1	0	1
zaciągnęły	have	1	1	1	0	0	1	1	0	1
korzystam	take	1	1	1	0	1	1	1	0	1
opuściły	have	1	1	1	0	0	1	1	0	1
Carppato	commend	1	1	1	1	1	1	1	1	1
zajęłoby	take	1	1	1	0	1	1	1	0	1
przeciąga	be	0	1	0	0	0	0	1	0	1
opuściło	have	1	1	1	0	0	1	1	0	1
emitowania	issue	0	0	0	1	0	1	1	0	0
modyfikują	amend	1	1	1	1	1	1	1	0	1
zaciągnęła	have	1	1	1	0	0	1	1	0	1
udajemy	be	0	1	0	0	0	0	1	0	1
przeciągu	time	0	0	1	0	1	0	1	0	1
wykryć	detect	0	0	0	0	0	0	0	0	0
opuściła	have	1	1	1	0	0	1	1	0	1
odbierać	take	1	1	1	0	1	1	1	0	1
opierającą	base	0	1	1	1	1	1	1	0	1
tytoniowego	level	0	1	1	1	1	0	1	0	1
wskaźnikiem	rate	0	1	0	1	0	0	1	0	0
zgaśnie	be	0	1	0	0	0	0	1	0	1
wpuszczeni	allow	1	1	1	1	0	1	1	1	1
groziłoby	be	0	1	0	0	0	0	1	0	1
uściślenie	clarify	0	1	1	1	1	1	1	0	1
uściślenia	clarify	0	1	1	1	1	1	1	0	1
zrzeczenia	renounce	0	0	-1	-1	0	1	1	0	-1
Pakiet	package	0	0	0	1	1	0	1	0	1
sceptycyzmem	be	0	1	0	0	0	0	1	0	1
przemówili	speak	1	1	1	1	1	1	1	0	1
podziękujmy	let	0	0	0	1	-1	0	1	0	0
omijają	be	0	1	0	0	0	0	1	0	1
wywołującym	trigger	0	0	0	1	0	0	0	0	0
korzystaliśmy	have	1	1	1	0	0	1	1	0	1
potrzebujących	need	0	1	1	0	0	1	1	0	0
legitymuje	provide	1	1	1	1	1	1	1	0	1
pociechy	comfort	1	1	1	1	0	1	1	1	1
pojawiania	light	0	1	1	1	0	1	1	0	1
